Product,Quantity,Price,Date,Address,Total
AA Batteries (4-pack),2,3.84,2019-12-10 18:53:00,"311 Center St, Los Angeles, CA 90001",7.68
34in Ultrawide Monitor,1,379.99,2019-12-22 18:06:00,"213 Cedar St, Seattle, WA 98101",379.99
Wired Headphones,1,11.99,2019-12-31 05:08:00,"710 Maple St, New York City, NY 10001",11.99
AAA Batteries (4-pack),1,2.99,2019-12-28 11:25:00,"977 10th St, Boston, MA 02215",2.99
Vareebadd Phone,1,400.0,2019-12-04 18:07:00,"342 Dogwood St, New York City, NY 10001",400.0
34in Ultrawide Monitor,1,379.99,2019-12-30 17:15:00,"906 7th St, Atlanta, GA 30301",379.99
Flatscreen TV,1,300.0,2019-12-04 19:16:00,"256 Dogwood St, Los Angeles, CA 90001",300.0
AA Batteries (4-pack),3,3.84,2019-12-26 12:55:00,"200 7th St, Atlanta, GA 30301",11.52
Wired Headphones,2,11.99,2019-12-29 19:10:00,"803 Cedar St, Atlanta, GA 30301",23.98
Wired Headphones,1,11.99,2019-12-08 21:20:00,"824 Madison St, New York City, NY 10001",11.99
iPhone,1,700.0,2019-12-12 17:33:00,"765 Johnson St, Dallas, TX 75001",700.0
Lightning Charging Cable,1,14.95,2019-12-19 13:25:00,"424 Jefferson St, San Francisco, CA 94016",14.95
Bose SoundSport Headphones,1,99.99,2019-12-27 07:33:00,"34 12th St, Los Angeles, CA 90001",99.99
Lightning Charging Cable,1,14.95,2019-12-20 13:39:00,"116 River St, Portland, OR 97035",14.95
Apple Airpods Headphones,1,150.0,2019-12-03 21:13:00,"853 Lincoln St, New York City, NY 10001",150.0
AA Batteries (4-pack),4,3.84,2019-12-31 12:28:00,"653 Park St, New York City, NY 10001",15.36
Bose SoundSport Headphones,1,99.99,2019-12-08 13:54:00,"701 4th St, Dallas, TX 75001",99.99
AAA Batteries (4-pack),1,2.99,2019-12-05 12:04:00,"713 Meadow St, Austin, TX 73301",2.99
Wired Headphones,1,11.99,2019-12-02 18:52:00,"49 Lincoln St, Seattle, WA 98101",11.99
iPhone,1,700.0,2019-12-08 12:44:00,"516 11th St, New York City, NY 10001",700.0
AA Batteries (4-pack),1,3.84,2019-12-08 12:44:00,"516 11th St, New York City, NY 10001",3.84
Apple Airpods Headphones,1,150.0,2019-12-03 11:26:00,"53 Maple St, New York City, NY 10001",150.0
Wired Headphones,1,11.99,2019-12-16 01:05:00,"91 Lakeview St, San Francisco, CA 94016",11.99
20in Monitor,1,109.99,2019-12-18 12:21:00,"998 Elm St, Los Angeles, CA 90001",109.99
USB-C Charging Cable,1,11.95,2019-12-04 20:53:00,"104 West St, New York City, NY 10001",11.95
Lightning Charging Cable,1,14.95,2019-12-21 14:36:00,"210 Center St, Portland, OR 97035",14.95
Apple Airpods Headphones,1,150.0,2019-12-19 07:12:00,"157 Forest St, Portland, OR 97035",150.0
iPhone,1,700.0,2019-12-09 13:47:00,"654 Pine St, Los Angeles, CA 90001",700.0
Apple Airpods Headphones,1,150.0,2019-12-13 13:54:00,"29 Forest St, Los Angeles, CA 90001",150.0
AA Batteries (4-pack),1,3.84,2019-12-12 19:11:00,"967 Forest St, San Francisco, CA 94016",3.84
iPhone,1,700.0,2019-12-24 21:11:00,"199 6th St, Dallas, TX 75001",700.0
AA Batteries (4-pack),1,3.84,2019-12-17 12:46:00,"950 Dogwood St, Boston, MA 02215",3.84
AA Batteries (4-pack),1,3.84,2019-12-19 04:22:00,"238 Meadow St, Portland, ME 04101",3.84
AAA Batteries (4-pack),1,2.99,2019-12-03 08:33:00,"563 Cherry St, Atlanta, GA 30301",2.99
Wired Headphones,1,11.99,2019-12-17 09:06:00,"70 Adams St, Los Angeles, CA 90001",11.99
AA Batteries (4-pack),1,3.84,2019-12-08 11:25:00,"551 West St, Austin, TX 73301",3.84
Bose SoundSport Headphones,1,99.99,2019-12-22 07:43:00,"756 Jackson St, Boston, MA 02215",99.99
USB-C Charging Cable,1,11.95,2019-12-12 16:30:00,"731 9th St, San Francisco, CA 94016",11.95
iPhone,1,700.0,2019-12-27 08:27:00,"131 Ridge St, San Francisco, CA 94016",700.0
Wired Headphones,1,11.99,2019-12-29 17:33:00,"826 10th St, New York City, NY 10001",11.99
ThinkPad Laptop,1,999.99,2019-12-13 14:40:00,"218 1st St, Atlanta, GA 30301",999.99
Wired Headphones,1,11.99,2019-12-15 20:41:00,"375 12th St, Austin, TX 73301",11.99
Wired Headphones,1,11.99,2019-12-27 20:40:00,"318 8th St, San Francisco, CA 94016",11.99
AAA Batteries (4-pack),1,2.99,2019-12-19 11:23:00,"768 South St, Los Angeles, CA 90001",2.99
Bose SoundSport Headphones,1,99.99,2020-01-01 05:13:00,"657 Spruce St, New York City, NY 10001",99.99
Lightning Charging Cable,1,14.95,2020-01-01 05:13:00,"657 Spruce St, New York City, NY 10001",14.95
34in Ultrawide Monitor,1,379.99,2019-12-23 16:40:00,"214 Washington St, San Francisco, CA 94016",379.99
AAA Batteries (4-pack),2,2.99,2019-12-03 13:36:00,"505 Lincoln St, Seattle, WA 98101",5.98
27in 4K Gaming Monitor,1,389.99,2019-12-28 06:12:00,"708 Walnut St, New York City, NY 10001",389.99
USB-C Charging Cable,1,11.95,2019-12-09 21:14:00,"756 Cedar St, Seattle, WA 98101",11.95
Macbook Pro Laptop,1,1700.0,2019-12-10 10:31:00,"738 Adams St, Austin, TX 73301",1700.0
AA Batteries (4-pack),1,3.84,2019-12-31 01:12:00,"20 Cherry St, Seattle, WA 98101",3.84
Apple Airpods Headphones,1,150.0,2019-12-26 13:20:00,"668 Hickory St, Austin, TX 73301",150.0
27in FHD Monitor,1,149.99,2019-12-12 17:36:00,"420 Johnson St, Los Angeles, CA 90001",149.99
Google Phone,1,600.0,2019-12-06 15:19:00,"944 Main St, Atlanta, GA 30301",600.0
USB-C Charging Cable,1,11.95,2019-12-06 15:19:00,"944 Main St, Atlanta, GA 30301",11.95
Google Phone,1,600.0,2019-12-23 12:47:00,"486 Walnut St, Los Angeles, CA 90001",600.0
Flatscreen TV,1,300.0,2019-12-12 18:41:00,"589 Elm St, Boston, MA 02215",300.0
Wired Headphones,1,11.99,2019-12-26 09:39:00,"266 Sunset St, Austin, TX 73301",11.99
AAA Batteries (4-pack),2,2.99,2019-12-24 10:22:00,"395 7th St, Portland, ME 04101",5.98
34in Ultrawide Monitor,1,379.99,2019-12-23 13:34:00,"239 Maple St, San Francisco, CA 94016",379.99
Bose SoundSport Headphones,1,99.99,2019-12-04 19:44:00,"302 12th St, San Francisco, CA 94016",99.99
Flatscreen TV,1,300.0,2019-12-17 11:43:00,"73 Jefferson St, Los Angeles, CA 90001",300.0
Bose SoundSport Headphones,1,99.99,2019-12-27 07:19:00,"497 Cherry St, Boston, MA 02215",99.99
ThinkPad Laptop,1,999.99,2019-12-05 02:13:00,"551 Pine St, San Francisco, CA 94016",999.99
Bose SoundSport Headphones,1,99.99,2019-12-11 11:37:00,"354 Sunset St, Atlanta, GA 30301",99.99
34in Ultrawide Monitor,1,379.99,2019-12-24 08:44:00,"186 Sunset St, Dallas, TX 75001",379.99
AAA Batteries (4-pack),1,2.99,2019-12-11 00:37:00,"342 Hickory St, Portland, ME 04101",2.99
USB-C Charging Cable,1,11.95,2019-12-14 20:01:00,"290 Lake St, Seattle, WA 98101",11.95
USB-C Charging Cable,1,11.95,2019-12-30 00:24:00,"961 Cherry St, Portland, OR 97035",11.95
Wired Headphones,1,11.99,2019-12-28 17:57:00,"715 11th St, New York City, NY 10001",11.99
27in 4K Gaming Monitor,1,389.99,2019-12-02 09:43:00,"555 West St, Dallas, TX 75001",389.99
AAA Batteries (4-pack),1,2.99,2019-12-04 13:20:00,"836 Ridge St, Seattle, WA 98101",2.99
27in 4K Gaming Monitor,1,389.99,2019-12-21 19:35:00,"443 River St, Los Angeles, CA 90001",389.99
34in Ultrawide Monitor,1,379.99,2019-12-25 10:19:00,"53 7th St, Los Angeles, CA 90001",379.99
Wired Headphones,1,11.99,2019-12-09 20:33:00,"13 Maple St, San Francisco, CA 94016",11.99
Macbook Pro Laptop,1,1700.0,2019-12-21 23:02:00,"820 Washington St, New York City, NY 10001",1700.0
USB-C Charging Cable,1,11.95,2019-12-21 09:00:00,"415 Pine St, Boston, MA 02215",11.95
Lightning Charging Cable,1,14.95,2019-12-04 20:02:00,"405 10th St, San Francisco, CA 94016",14.95
AAA Batteries (4-pack),1,2.99,2019-12-31 17:14:00,"890 5th St, Portland, OR 97035",2.99
20in Monitor,1,109.99,2019-12-08 13:06:00,"257 Walnut St, San Francisco, CA 94016",109.99
Lightning Charging Cable,1,14.95,2019-12-18 20:54:00,"180 13th St, Dallas, TX 75001",14.95
Flatscreen TV,1,300.0,2019-12-31 19:49:00,"466 12th St, New York City, NY 10001",300.0
20in Monitor,1,109.99,2019-12-26 23:05:00,"766 Cedar St, Austin, TX 73301",109.99
27in 4K Gaming Monitor,1,389.99,2019-12-30 19:55:00,"506 Elm St, Atlanta, GA 30301",389.99
Lightning Charging Cable,2,14.95,2019-12-23 12:37:00,"112 Main St, Los Angeles, CA 90001",29.9
USB-C Charging Cable,1,11.95,2019-12-01 06:52:00,"566 Jefferson St, Los Angeles, CA 90001",11.95
USB-C Charging Cable,1,11.95,2019-12-02 18:30:00,"137 13th St, Boston, MA 02215",11.95
AAA Batteries (4-pack),1,2.99,2019-12-04 19:27:00,"413 Center St, New York City, NY 10001",2.99
Lightning Charging Cable,1,14.95,2019-12-30 15:25:00,"695 12th St, Austin, TX 73301",14.95
Apple Airpods Headphones,1,150.0,2019-12-19 21:48:00,"693 Johnson St, Los Angeles, CA 90001",150.0
AAA Batteries (4-pack),1,2.99,2019-12-21 07:06:00,"356 Church St, Boston, MA 02215",2.99
20in Monitor,1,109.99,2019-12-09 15:49:00,"388 Center St, San Francisco, CA 94016",109.99
USB-C Charging Cable,1,11.95,2019-12-08 19:03:00,"708 8th St, San Francisco, CA 94016",11.95
AA Batteries (4-pack),1,3.84,2019-12-02 18:17:00,"225 Jackson St, Dallas, TX 75001",3.84
AA Batteries (4-pack),1,3.84,2019-12-12 19:53:00,"266 Dogwood St, Dallas, TX 75001",3.84
Macbook Pro Laptop,1,1700.0,2019-12-30 21:21:00,"350 Dogwood St, Austin, TX 73301",1700.0
Lightning Charging Cable,1,14.95,2019-12-14 15:57:00,"941 Main St, Portland, OR 97035",14.95
AA Batteries (4-pack),1,3.84,2019-12-29 13:17:00,"793 Cedar St, Dallas, TX 75001",3.84
Apple Airpods Headphones,1,150.0,2019-12-28 19:55:00,"277 River St, Portland, OR 97035",150.0
Bose SoundSport Headphones,1,99.99,2019-12-04 19:31:00,"255 Maple St, San Francisco, CA 94016",99.99
USB-C Charging Cable,1,11.95,2019-12-21 19:45:00,"435 2nd St, New York City, NY 10001",11.95
Wired Headphones,1,11.99,2019-12-11 10:59:00,"623 1st St, Portland, ME 04101",11.99
AA Batteries (4-pack),1,3.84,2019-12-22 11:12:00,"910 South St, San Francisco, CA 94016",3.84
Bose SoundSport Headphones,1,99.99,2019-12-22 11:12:00,"910 South St, San Francisco, CA 94016",99.99
27in 4K Gaming Monitor,1,389.99,2019-12-21 18:06:00,"196 Meadow St, Portland, OR 97035",389.99
AAA Batteries (4-pack),3,2.99,2019-12-02 12:42:00,"781 8th St, San Francisco, CA 94016",8.97
34in Ultrawide Monitor,1,379.99,2019-12-14 14:28:00,"229 2nd St, Austin, TX 73301",379.99
Lightning Charging Cable,1,14.95,2019-12-17 16:30:00,"972 7th St, New York City, NY 10001",14.95
Google Phone,1,600.0,2019-12-18 19:10:00,"435 Spruce St, Los Angeles, CA 90001",600.0
27in 4K Gaming Monitor,1,389.99,2019-12-11 20:08:00,"388 Pine St, Boston, MA 02215",389.99
27in FHD Monitor,1,149.99,2019-12-19 10:25:00,"997 Lakeview St, Atlanta, GA 30301",149.99
AA Batteries (4-pack),1,3.84,2019-12-13 13:49:00,"275 Hickory St, New York City, NY 10001",3.84
Wired Headphones,1,11.99,2019-12-10 15:03:00,"614 1st St, Boston, MA 02215",11.99
AAA Batteries (4-pack),1,2.99,2019-12-13 18:22:00,"57 Walnut St, New York City, NY 10001",2.99
AA Batteries (4-pack),2,3.84,2019-12-30 12:56:00,"881 14th St, San Francisco, CA 94016",7.68
iPhone,1,700.0,2019-12-07 22:44:00,"771 Wilson St, Dallas, TX 75001",700.0
34in Ultrawide Monitor,1,379.99,2019-12-22 04:53:00,"476 7th St, San Francisco, CA 94016",379.99
Flatscreen TV,1,300.0,2019-12-17 16:19:00,"885 Lincoln St, Boston, MA 02215",300.0
34in Ultrawide Monitor,1,379.99,2019-12-10 17:38:00,"79 7th St, Portland, OR 97035",379.99
Bose SoundSport Headphones,1,99.99,2019-12-10 16:22:00,"899 Lake St, Seattle, WA 98101",99.99
27in FHD Monitor,1,149.99,2019-12-02 07:49:00,"925 Adams St, Dallas, TX 75001",149.99
Lightning Charging Cable,1,14.95,2019-12-03 05:31:00,"576 Lakeview St, San Francisco, CA 94016",14.95
Bose SoundSport Headphones,1,99.99,2019-12-21 18:22:00,"104 Adams St, Boston, MA 02215",99.99
27in 4K Gaming Monitor,1,389.99,2019-12-03 14:48:00,"667 1st St, San Francisco, CA 94016",389.99
AA Batteries (4-pack),1,3.84,2019-12-16 18:51:00,"227 Washington St, Austin, TX 73301",3.84
AA Batteries (4-pack),1,3.84,2019-12-29 11:13:00,"563 Lincoln St, Dallas, TX 75001",3.84
USB-C Charging Cable,1,11.95,2019-12-17 10:34:00,"309 1st St, New York City, NY 10001",11.95
AA Batteries (4-pack),2,3.84,2019-12-02 15:22:00,"790 13th St, Boston, MA 02215",7.68
Apple Airpods Headphones,1,150.0,2019-12-16 14:11:00,"577 Elm St, Los Angeles, CA 90001",150.0
20in Monitor,1,109.99,2019-12-16 14:11:00,"577 Elm St, Los Angeles, CA 90001",109.99
Lightning Charging Cable,1,14.95,2019-12-21 00:34:00,"768 Lincoln St, Los Angeles, CA 90001",14.95
Apple Airpods Headphones,1,150.0,2019-12-16 10:15:00,"791 River St, Boston, MA 02215",150.0
Wired Headphones,1,11.99,2019-12-28 19:32:00,"594 Park St, Dallas, TX 75001",11.99
27in FHD Monitor,1,149.99,2019-12-11 07:19:00,"446 South St, San Francisco, CA 94016",149.99
AAA Batteries (4-pack),1,2.99,2019-12-21 22:36:00,"981 9th St, San Francisco, CA 94016",2.99
ThinkPad Laptop,1,999.99,2019-12-01 19:24:00,"484 Highland St, Portland, OR 97035",999.99
AAA Batteries (4-pack),1,2.99,2019-12-06 00:54:00,"660 13th St, San Francisco, CA 94016",2.99
20in Monitor,1,109.99,2019-12-27 23:16:00,"127 Cherry St, San Francisco, CA 94016",109.99
AA Batteries (4-pack),1,3.84,2019-12-18 11:17:00,"518 Walnut St, San Francisco, CA 94016",3.84
USB-C Charging Cable,1,11.95,2019-12-22 11:20:00,"759 13th St, Dallas, TX 75001",11.95
Lightning Charging Cable,1,14.95,2019-12-03 14:26:00,"842 Church St, Los Angeles, CA 90001",14.95
AAA Batteries (4-pack),2,2.99,2019-12-16 23:07:00,"76 Church St, San Francisco, CA 94016",5.98
Wired Headphones,1,11.99,2019-12-06 13:35:00,"934 10th St, Boston, MA 02215",11.99
iPhone,1,700.0,2019-12-24 10:05:00,"322 Maple St, San Francisco, CA 94016",700.0
Apple Airpods Headphones,1,150.0,2019-12-24 10:05:00,"322 Maple St, San Francisco, CA 94016",150.0
Google Phone,1,600.0,2019-12-21 22:08:00,"749 Adams St, San Francisco, CA 94016",600.0
Apple Airpods Headphones,1,150.0,2019-12-14 18:45:00,"767 Church St, Dallas, TX 75001",150.0
Flatscreen TV,1,300.0,2019-12-05 10:40:00,"849 12th St, Atlanta, GA 30301",300.0
Apple Airpods Headphones,1,150.0,2019-12-08 14:28:00,"99 Jefferson St, Los Angeles, CA 90001",150.0
Lightning Charging Cable,1,14.95,2019-12-23 13:58:00,"51 Spruce St, Los Angeles, CA 90001",14.95
AAA Batteries (4-pack),2,2.99,2019-12-19 19:42:00,"623 Lakeview St, Portland, OR 97035",5.98
ThinkPad Laptop,1,999.99,2019-12-10 19:27:00,"22 Willow St, Dallas, TX 75001",999.99
USB-C Charging Cable,1,11.95,2019-12-22 20:56:00,"934 River St, New York City, NY 10001",11.95
AAA Batteries (4-pack),1,2.99,2019-12-10 07:15:00,"417 Hickory St, Los Angeles, CA 90001",2.99
Bose SoundSport Headphones,1,99.99,2019-12-05 20:27:00,"580 1st St, Los Angeles, CA 90001",99.99
Lightning Charging Cable,2,14.95,2019-12-07 12:22:00,"686 Meadow St, San Francisco, CA 94016",29.9
34in Ultrawide Monitor,1,379.99,2019-12-24 15:00:00,"798 Highland St, Seattle, WA 98101",379.99
AA Batteries (4-pack),1,3.84,2019-12-14 18:55:00,"528 Ridge St, Boston, MA 02215",3.84
Flatscreen TV,1,300.0,2019-12-16 20:38:00,"119 Cedar St, Dallas, TX 75001",300.0
Vareebadd Phone,1,400.0,2019-12-23 14:38:00,"416 Johnson St, New York City, NY 10001",400.0
Flatscreen TV,1,300.0,2019-12-23 12:48:00,"920 Dogwood St, Dallas, TX 75001",300.0
20in Monitor,1,109.99,2019-12-13 17:29:00,"583 Lake St, Boston, MA 02215",109.99
Lightning Charging Cable,1,14.95,2019-12-21 17:59:00,"907 Spruce St, Boston, MA 02215",14.95
USB-C Charging Cable,1,11.95,2019-12-29 13:40:00,"718 Dogwood St, Austin, TX 73301",11.95
Lightning Charging Cable,1,14.95,2019-12-12 12:28:00,"468 Dogwood St, San Francisco, CA 94016",14.95
USB-C Charging Cable,1,11.95,2019-12-09 07:04:00,"504 1st St, New York City, NY 10001",11.95
AAA Batteries (4-pack),1,2.99,2019-12-25 12:31:00,"126 Wilson St, Austin, TX 73301",2.99
USB-C Charging Cable,1,11.95,2019-12-22 09:44:00,"349 Cherry St, Austin, TX 73301",11.95
USB-C Charging Cable,1,11.95,2019-12-04 01:25:00,"131 Center St, Los Angeles, CA 90001",11.95
Bose SoundSport Headphones,1,99.99,2019-12-11 12:10:00,"591 Meadow St, Atlanta, GA 30301",99.99
Flatscreen TV,1,300.0,2019-12-20 11:45:00,"919 11th St, Los Angeles, CA 90001",300.0
Flatscreen TV,1,300.0,2019-12-28 19:08:00,"841 6th St, Boston, MA 02215",300.0
27in FHD Monitor,1,149.99,2019-12-28 10:37:00,"759 Maple St, Boston, MA 02215",149.99
Bose SoundSport Headphones,1,99.99,2019-12-14 12:03:00,"922 Main St, Austin, TX 73301",99.99
Lightning Charging Cable,1,14.95,2019-12-28 22:58:00,"996 4th St, San Francisco, CA 94016",14.95
Google Phone,1,600.0,2019-12-28 22:14:00,"244 Maple St, Seattle, WA 98101",600.0
27in FHD Monitor,1,149.99,2019-12-08 13:39:00,"845 Washington St, Boston, MA 02215",149.99
AA Batteries (4-pack),3,3.84,2019-12-10 23:53:00,"103 Wilson St, Los Angeles, CA 90001",11.52
Lightning Charging Cable,1,14.95,2019-12-16 21:29:00,"529 Jackson St, Los Angeles, CA 90001",14.95
20in Monitor,1,109.99,2019-12-14 20:33:00,"516 Main St, Atlanta, GA 30301",109.99
Apple Airpods Headphones,1,150.0,2019-12-21 01:55:00,"633 Spruce St, San Francisco, CA 94016",150.0
USB-C Charging Cable,1,11.95,2019-12-26 20:15:00,"991 13th St, Atlanta, GA 30301",11.95
27in FHD Monitor,1,149.99,2019-12-25 16:49:00,"796 Meadow St, San Francisco, CA 94016",149.99
USB-C Charging Cable,1,11.95,2019-12-31 22:38:00,"679 Center St, Los Angeles, CA 90001",11.95
Bose SoundSport Headphones,1,99.99,2019-12-03 00:04:00,"431 Madison St, San Francisco, CA 94016",99.99
AAA Batteries (4-pack),2,2.99,2019-12-25 19:17:00,"134 Adams St, Los Angeles, CA 90001",5.98
USB-C Charging Cable,2,11.95,2019-12-03 20:23:00,"173 1st St, Boston, MA 02215",23.9
Lightning Charging Cable,1,14.95,2019-12-17 22:43:00,"755 Walnut St, Boston, MA 02215",14.95
iPhone,1,700.0,2019-12-11 22:58:00,"781 South St, San Francisco, CA 94016",700.0
Lightning Charging Cable,1,14.95,2019-12-11 22:58:00,"781 South St, San Francisco, CA 94016",14.95
Apple Airpods Headphones,1,150.0,2019-12-30 20:55:00,"454 Jackson St, Austin, TX 73301",150.0
USB-C Charging Cable,1,11.95,2019-12-22 20:05:00,"799 5th St, San Francisco, CA 94016",11.95
USB-C Charging Cable,1,11.95,2019-12-08 22:14:00,"288 Main St, Los Angeles, CA 90001",11.95
LG Washing Machine,1,600.0,2019-12-17 01:49:00,"708 Church St, San Francisco, CA 94016",600.0
AA Batteries (4-pack),1,3.84,2019-12-17 15:59:00,"72 1st St, Atlanta, GA 30301",3.84
27in FHD Monitor,1,149.99,2019-12-03 23:38:00,"695 River St, Austin, TX 73301",149.99
Bose SoundSport Headphones,1,99.99,2019-12-17 19:33:00,"796 4th St, Atlanta, GA 30301",99.99
USB-C Charging Cable,1,11.95,2019-12-13 19:15:00,"511 Spruce St, Boston, MA 02215",11.95
27in 4K Gaming Monitor,1,389.99,2019-12-30 14:42:00,"191 Johnson St, San Francisco, CA 94016",389.99
iPhone,1,700.0,2019-12-24 00:17:00,"745 Maple St, Boston, MA 02215",700.0
AA Batteries (4-pack),1,3.84,2019-12-02 16:16:00,"485 Johnson St, Los Angeles, CA 90001",3.84
Apple Airpods Headphones,1,150.0,2019-12-02 18:05:00,"548 Lake St, Boston, MA 02215",150.0
Lightning Charging Cable,1,14.95,2019-12-29 22:11:00,"354 12th St, Los Angeles, CA 90001",14.95
iPhone,1,700.0,2019-12-18 19:18:00,"236 Madison St, Los Angeles, CA 90001",700.0
Apple Airpods Headphones,1,150.0,2019-12-18 19:18:00,"236 Madison St, Los Angeles, CA 90001",150.0
Macbook Pro Laptop,1,1700.0,2019-12-28 17:27:00,"771 Jackson St, Atlanta, GA 30301",1700.0
AA Batteries (4-pack),1,3.84,2019-12-05 16:59:00,"191 2nd St, Los Angeles, CA 90001",3.84
AA Batteries (4-pack),1,3.84,2019-12-31 17:03:00,"847 4th St, Los Angeles, CA 90001",3.84
USB-C Charging Cable,1,11.95,2019-12-07 17:36:00,"815 River St, New York City, NY 10001",11.95
Apple Airpods Headphones,1,150.0,2019-12-08 09:21:00,"298 Hickory St, San Francisco, CA 94016",150.0
AA Batteries (4-pack),1,3.84,2019-12-29 18:57:00,"184 Dogwood St, New York City, NY 10001",3.84
Apple Airpods Headphones,1,150.0,2019-12-27 21:06:00,"940 6th St, Los Angeles, CA 90001",150.0
Lightning Charging Cable,1,14.95,2019-12-16 19:27:00,"658 Jackson St, Atlanta, GA 30301",14.95
Macbook Pro Laptop,1,1700.0,2019-12-24 11:20:00,"764 Center St, Dallas, TX 75001",1700.0
Vareebadd Phone,1,400.0,2019-12-27 11:01:00,"841 Cedar St, San Francisco, CA 94016",400.0
USB-C Charging Cable,1,11.95,2019-12-27 11:01:00,"841 Cedar St, San Francisco, CA 94016",11.95
Wired Headphones,1,11.99,2019-12-27 11:01:00,"841 Cedar St, San Francisco, CA 94016",11.99
USB-C Charging Cable,1,11.95,2019-12-14 22:55:00,"282 Dogwood St, San Francisco, CA 94016",11.95
Apple Airpods Headphones,1,150.0,2019-12-13 20:54:00,"95 Meadow St, Seattle, WA 98101",150.0
LG Dryer,1,600.0,2019-12-30 13:31:00,"420 10th St, Dallas, TX 75001",600.0
AA Batteries (4-pack),1,3.84,2019-12-07 22:05:00,"952 Hill St, New York City, NY 10001",3.84
Lightning Charging Cable,1,14.95,2019-12-30 11:57:00,"553 Lake St, New York City, NY 10001",14.95
Apple Airpods Headphones,1,150.0,2019-12-01 16:43:00,"948 Adams St, Los Angeles, CA 90001",150.0
Vareebadd Phone,1,400.0,2019-12-28 09:36:00,"562 Jefferson St, Los Angeles, CA 90001",400.0
USB-C Charging Cable,1,11.95,2019-12-10 11:57:00,"39 Spruce St, Atlanta, GA 30301",11.95
Bose SoundSport Headphones,1,99.99,2019-12-27 09:30:00,"887 River St, Austin, TX 73301",99.99
Bose SoundSport Headphones,1,99.99,2019-12-22 15:02:00,"183 Willow St, New York City, NY 10001",99.99
LG Washing Machine,1,600.0,2019-12-15 02:08:00,"157 14th St, Los Angeles, CA 90001",600.0
Bose SoundSport Headphones,1,99.99,2019-12-25 17:07:00,"48 Cedar St, Atlanta, GA 30301",99.99
