Product,Quantity,Price,Date,Address,Total
AA Batteries (4-pack),1,3.84,2019-12-07 13:59:00,"530 Walnut St, Los Angeles, CA 90001",3.84
AA Batteries (4-pack),2,3.84,2019-12-03 14:19:00,"570 Walnut St, Dallas, TX 75001",7.68
AAA Batteries (4-pack),3,2.99,2019-12-05 15:01:00,"911 River St, San Francisco, CA 94016",8.97
iPhone,1,700.0,2019-12-25 14:49:00,"203 Lakeview St, Boston, MA 02215",700.0
Lightning Charging Cable,1,14.95,2019-12-25 14:49:00,"203 Lakeview St, Boston, MA 02215",14.95
Bose SoundSport Headphones,1,99.99,2019-12-14 14:03:00,"5 Dogwood St, San Francisco, CA 94016",99.99
27in FHD Monitor,1,149.99,2019-12-21 19:21:00,"366 Washington St, New York City, NY 10001",149.99
34in Ultrawide Monitor,1,379.99,2019-12-28 21:58:00,"432 1st St, Dallas, TX 75001",379.99
34in Ultrawide Monitor,1,379.99,2019-12-14 20:04:00,"574 West St, San Francisco, CA 94016",379.99
USB-C Charging Cable,1,11.95,2019-12-16 11:47:00,"33 9th St, San Francisco, CA 94016",11.95
Apple Airpods Headphones,1,150.0,2019-12-29 18:44:00,"860 Washington St, Boston, MA 02215",150.0
27in FHD Monitor,1,149.99,2019-12-20 11:31:00,"228 5th St, Boston, MA 02215",149.99
AAA Batteries (4-pack),1,2.99,2019-12-25 12:38:00,"453 Jackson St, Portland, OR 97035",2.99
iPhone,1,700.0,2019-12-22 18:25:00,"374 Lincoln St, New York City, NY 10001",700.0
Apple Airpods Headphones,1,150.0,2019-12-22 18:25:00,"374 Lincoln St, New York City, NY 10001",150.0
Wired Headphones,1,11.99,2019-12-22 18:25:00,"374 Lincoln St, New York City, NY 10001",11.99
USB-C Charging Cable,2,11.95,2019-12-27 14:26:00,"523 Lincoln St, San Francisco, CA 94016",23.9
iPhone,1,700.0,2019-12-19 08:51:00,"966 10th St, Atlanta, GA 30301",700.0
Lightning Charging Cable,1,14.95,2019-12-19 08:51:00,"966 10th St, Atlanta, GA 30301",14.95
AAA Batteries (4-pack),1,2.99,2019-12-20 18:19:00,"829 7th St, Dallas, TX 75001",2.99
USB-C Charging Cable,1,11.95,2019-12-14 21:07:00,"949 Wilson St, Los Angeles, CA 90001",11.95
USB-C Charging Cable,1,11.95,2019-12-01 20:36:00,"102 Cedar St, New York City, NY 10001",11.95
Apple Airpods Headphones,1,150.0,2019-12-02 21:39:00,"829 Johnson St, Boston, MA 02215",150.0
Apple Airpods Headphones,1,150.0,2019-12-09 23:45:00,"368 Sunset St, New York City, NY 10001",150.0
USB-C Charging Cable,1,11.95,2019-12-03 11:52:00,"346 South St, New York City, NY 10001",11.95
AA Batteries (4-pack),2,3.84,2019-12-19 03:54:00,"579 Lake St, San Francisco, CA 94016",7.68
Flatscreen TV,1,300.0,2019-12-24 10:38:00,"124 Lakeview St, New York City, NY 10001",300.0
27in FHD Monitor,1,149.99,2019-12-27 16:14:00,"143 Adams St, New York City, NY 10001",149.99
AA Batteries (4-pack),3,3.84,2019-12-10 21:50:00,"11 8th St, San Francisco, CA 94016",11.52
Wired Headphones,1,11.99,2019-12-07 19:39:00,"45 Church St, Boston, MA 02215",11.99
Wired Headphones,2,11.99,2019-12-04 05:24:00,"983 Highland St, Los Angeles, CA 90001",23.98
Bose SoundSport Headphones,1,99.99,2019-12-27 20:26:00,"25 Lincoln St, San Francisco, CA 94016",99.99
AAA Batteries (4-pack),1,2.99,2019-12-29 11:03:00,"922 Hickory St, Los Angeles, CA 90001",2.99
Google Phone,1,600.0,2019-12-11 12:29:00,"341 Forest St, Dallas, TX 75001",600.0
34in Ultrawide Monitor,1,379.99,2019-12-25 06:26:00,"365 Washington St, Dallas, TX 75001",379.99
Lightning Charging Cable,1,14.95,2019-12-25 06:26:00,"365 Washington St, Dallas, TX 75001",14.95
Lightning Charging Cable,1,14.95,2019-12-07 19:26:00,"502 Cherry St, Austin, TX 73301",14.95
Apple Airpods Headphones,1,150.0,2019-12-21 06:52:00,"32 1st St, Boston, MA 02215",150.0
34in Ultrawide Monitor,1,379.99,2019-12-02 22:44:00,"20 Wilson St, Atlanta, GA 30301",379.99
AA Batteries (4-pack),1,3.84,2019-12-05 08:59:00,"819 Lake St, Portland, OR 97035",3.84
Wired Headphones,1,11.99,2019-12-26 23:42:00,"910 Jackson St, New York City, NY 10001",11.99
Bose SoundSport Headphones,1,99.99,2019-12-25 06:53:00,"15 Pine St, New York City, NY 10001",99.99
Wired Headphones,1,11.99,2019-12-25 06:53:00,"15 Pine St, New York City, NY 10001",11.99
Bose SoundSport Headphones,1,99.99,2019-12-30 18:40:00,"239 4th St, Atlanta, GA 30301",99.99
Lightning Charging Cable,1,14.95,2019-12-31 17:32:00,"79 Chestnut St, Dallas, TX 75001",14.95
iPhone,1,700.0,2019-12-04 08:16:00,"342 9th St, New York City, NY 10001",700.0
27in FHD Monitor,1,149.99,2019-12-18 13:15:00,"594 4th St, Los Angeles, CA 90001",149.99
Lightning Charging Cable,1,14.95,2019-12-01 14:44:00,"734 Hill St, New York City, NY 10001",14.95
Wired Headphones,1,11.99,2019-12-08 20:22:00,"918 4th St, Seattle, WA 98101",11.99
Lightning Charging Cable,1,14.95,2019-12-17 22:58:00,"795 8th St, Seattle, WA 98101",14.95
AAA Batteries (4-pack),1,2.99,2019-12-21 13:00:00,"891 7th St, New York City, NY 10001",2.99
AAA Batteries (4-pack),2,2.99,2019-12-22 22:36:00,"98 Johnson St, New York City, NY 10001",5.98
Bose SoundSport Headphones,1,99.99,2019-12-27 19:44:00,"309 6th St, San Francisco, CA 94016",99.99
Bose SoundSport Headphones,1,99.99,2019-12-28 10:27:00,"307 South St, San Francisco, CA 94016",99.99
AAA Batteries (4-pack),1,2.99,2019-12-23 12:10:00,"352 Meadow St, San Francisco, CA 94016",2.99
Lightning Charging Cable,1,14.95,2019-12-17 10:24:00,"44 Main St, Atlanta, GA 30301",14.95
Apple Airpods Headphones,1,150.0,2019-12-07 20:09:00,"632 Cherry St, Los Angeles, CA 90001",150.0
Bose SoundSport Headphones,1,99.99,2019-12-31 11:00:00,"196 Wilson St, Los Angeles, CA 90001",99.99
Google Phone,1,600.0,2019-12-04 15:02:00,"439 Jefferson St, Dallas, TX 75001",600.0
USB-C Charging Cable,1,11.95,2019-12-22 20:23:00,"552 Hill St, Atlanta, GA 30301",11.95
AAA Batteries (4-pack),1,2.99,2019-12-09 19:47:00,"598 14th St, Atlanta, GA 30301",2.99
AA Batteries (4-pack),1,3.84,2019-12-08 21:09:00,"820 Adams St, San Francisco, CA 94016",3.84
Wired Headphones,1,11.99,2019-12-25 15:40:00,"201 Madison St, Los Angeles, CA 90001",11.99
USB-C Charging Cable,1,11.95,2019-12-26 00:08:00,"864 Hickory St, Boston, MA 02215",11.95
USB-C Charging Cable,1,11.95,2019-12-08 12:32:00,"413 Forest St, Boston, MA 02215",11.95
34in Ultrawide Monitor,1,379.99,2019-12-19 20:06:00,"544 South St, Dallas, TX 75001",379.99
Vareebadd Phone,1,400.0,2019-12-06 12:41:00,"87 5th St, San Francisco, CA 94016",400.0
USB-C Charging Cable,1,11.95,2019-12-06 12:41:00,"87 5th St, San Francisco, CA 94016",11.95
USB-C Charging Cable,1,11.95,2019-12-31 13:04:00,"935 Jackson St, Seattle, WA 98101",11.95
Bose SoundSport Headphones,1,99.99,2019-12-09 20:35:00,"801 West St, Boston, MA 02215",99.99
USB-C Charging Cable,1,11.95,2019-12-24 10:27:00,"859 12th St, Atlanta, GA 30301",11.95
Apple Airpods Headphones,1,150.0,2019-12-24 10:27:00,"859 12th St, Atlanta, GA 30301",150.0
USB-C Charging Cable,1,11.95,2019-12-28 21:03:00,"458 Elm St, Atlanta, GA 30301",11.95
AA Batteries (4-pack),1,3.84,2019-12-28 20:30:00,"885 Lincoln St, Los Angeles, CA 90001",3.84
Lightning Charging Cable,1,14.95,2019-12-05 15:09:00,"157 Main St, Austin, TX 73301",14.95
Lightning Charging Cable,1,14.95,2019-12-05 19:20:00,"420 Center St, Los Angeles, CA 90001",14.95
USB-C Charging Cable,1,11.95,2019-12-14 10:22:00,"286 North St, New York City, NY 10001",11.95
Lightning Charging Cable,1,14.95,2019-12-20 09:46:00,"5 11th St, San Francisco, CA 94016",14.95
Google Phone,1,600.0,2019-12-15 11:26:00,"275 Jackson St, San Francisco, CA 94016",600.0
USB-C Charging Cable,1,11.95,2019-12-15 11:26:00,"275 Jackson St, San Francisco, CA 94016",11.95
27in 4K Gaming Monitor,1,389.99,2019-12-20 15:43:00,"796 Chestnut St, Boston, MA 02215",389.99
Apple Airpods Headphones,1,150.0,2019-12-08 20:01:00,"177 Walnut St, Los Angeles, CA 90001",150.0
Lightning Charging Cable,1,14.95,2019-12-13 21:11:00,"677 Lakeview St, Seattle, WA 98101",14.95
Wired Headphones,1,11.99,2019-12-16 09:23:00,"163 Washington St, Portland, ME 04101",11.99
Wired Headphones,1,11.99,2019-12-05 12:10:00,"372 Chestnut St, Austin, TX 73301",11.99
AAA Batteries (4-pack),1,2.99,2019-12-22 08:02:00,"236 Elm St, Los Angeles, CA 90001",2.99
AAA Batteries (4-pack),1,2.99,2019-12-29 10:07:00,"140 10th St, Atlanta, GA 30301",2.99
Lightning Charging Cable,1,14.95,2019-12-19 12:57:00,"943 Johnson St, San Francisco, CA 94016",14.95
34in Ultrawide Monitor,1,379.99,2019-12-11 19:45:00,"838 Ridge St, San Francisco, CA 94016",379.99
Lightning Charging Cable,1,14.95,2019-12-24 10:39:00,"513 Maple St, Los Angeles, CA 90001",14.95
Apple Airpods Headphones,1,150.0,2019-12-20 02:31:00,"705 4th St, Los Angeles, CA 90001",150.0
Wired Headphones,1,11.99,2019-12-06 14:55:00,"528 Willow St, New York City, NY 10001",11.99
Lightning Charging Cable,1,14.95,2019-12-01 08:16:00,"323 Forest St, Dallas, TX 75001",14.95
20in Monitor,1,109.99,2019-12-23 10:59:00,"286 Lincoln St, Los Angeles, CA 90001",109.99
AAA Batteries (4-pack),1,2.99,2019-12-21 10:45:00,"961 Jackson St, San Francisco, CA 94016",2.99
27in FHD Monitor,1,149.99,2019-12-28 12:33:00,"602 Ridge St, San Francisco, CA 94016",149.99
Lightning Charging Cable,1,14.95,2019-12-17 08:45:00,"499 13th St, San Francisco, CA 94016",14.95
AAA Batteries (4-pack),1,2.99,2019-12-23 11:59:00,"792 7th St, New York City, NY 10001",2.99
AA Batteries (4-pack),1,3.84,2019-12-23 14:58:00,"359 12th St, Seattle, WA 98101",3.84
Bose SoundSport Headphones,1,99.99,2019-12-11 21:07:00,"901 Madison St, New York City, NY 10001",99.99
AA Batteries (4-pack),3,3.84,2019-12-24 08:29:00,"987 Cherry St, Los Angeles, CA 90001",11.52
Lightning Charging Cable,1,14.95,2019-12-28 18:44:00,"464 Willow St, Boston, MA 02215",14.95
USB-C Charging Cable,1,11.95,2019-12-21 19:28:00,"253 Jefferson St, Atlanta, GA 30301",11.95
USB-C Charging Cable,1,11.95,2019-12-19 06:07:00,"963 Washington St, Austin, TX 73301",11.95
20in Monitor,1,109.99,2019-12-19 06:07:00,"963 Washington St, Austin, TX 73301",109.99
Wired Headphones,1,11.99,2019-12-07 16:28:00,"725 Wilson St, Boston, MA 02215",11.99
Lightning Charging Cable,1,14.95,2019-12-23 12:11:00,"138 Highland St, Portland, OR 97035",14.95
Bose SoundSport Headphones,1,99.99,2019-12-13 09:42:00,"51 Highland St, San Francisco, CA 94016",99.99
Bose SoundSport Headphones,1,99.99,2019-12-29 14:16:00,"65 Center St, Boston, MA 02215",99.99
Google Phone,1,600.0,2019-12-04 13:53:00,"307 Wilson St, San Francisco, CA 94016",600.0
Wired Headphones,1,11.99,2019-12-04 13:53:00,"307 Wilson St, San Francisco, CA 94016",11.99
iPhone,1,700.0,2019-12-10 02:12:00,"852 Maple St, Austin, TX 73301",700.0
Wired Headphones,1,11.99,2019-12-29 15:45:00,"611 North St, New York City, NY 10001",11.99
Apple Airpods Headphones,1,150.0,2019-12-17 16:13:00,"189 Pine St, Atlanta, GA 30301",150.0
USB-C Charging Cable,1,11.95,2019-12-07 14:18:00,"765 Washington St, San Francisco, CA 94016",11.95
Bose SoundSport Headphones,1,99.99,2019-12-01 18:25:00,"486 4th St, Los Angeles, CA 90001",99.99
USB-C Charging Cable,1,11.95,2019-12-13 18:56:00,"984 Chestnut St, San Francisco, CA 94016",11.95
Google Phone,1,600.0,2019-12-27 13:07:00,"904 13th St, Atlanta, GA 30301",600.0
USB-C Charging Cable,1,11.95,2019-12-27 13:07:00,"904 13th St, Atlanta, GA 30301",11.95
Bose SoundSport Headphones,1,99.99,2019-12-18 14:52:00,"515 Main St, New York City, NY 10001",99.99
27in 4K Gaming Monitor,1,389.99,2019-12-19 14:28:00,"335 Chestnut St, Dallas, TX 75001",389.99
AA Batteries (4-pack),2,3.84,2019-12-21 15:52:00,"972 Sunset St, Boston, MA 02215",7.68
USB-C Charging Cable,1,11.95,2019-12-28 21:48:00,"673 Church St, Atlanta, GA 30301",11.95
Google Phone,1,600.0,2019-12-16 19:45:00,"847 Lakeview St, San Francisco, CA 94016",600.0
USB-C Charging Cable,1,11.95,2019-12-24 15:34:00,"892 Adams St, Austin, TX 73301",11.95
Lightning Charging Cable,1,14.95,2019-12-15 17:49:00,"686 Cedar St, San Francisco, CA 94016",14.95
Bose SoundSport Headphones,1,99.99,2019-12-30 22:22:00,"654 Highland St, Los Angeles, CA 90001",99.99
34in Ultrawide Monitor,1,379.99,2019-12-14 22:57:00,"321 8th St, San Francisco, CA 94016",379.99
Apple Airpods Headphones,1,150.0,2019-12-23 12:28:00,"340 Lakeview St, Seattle, WA 98101",150.0
27in 4K Gaming Monitor,1,389.99,2019-12-07 22:52:00,"442 10th St, Los Angeles, CA 90001",389.99
Wired Headphones,1,11.99,2019-12-01 15:29:00,"610 Madison St, Atlanta, GA 30301",11.99
Apple Airpods Headphones,1,150.0,2019-12-03 12:44:00,"50 5th St, Los Angeles, CA 90001",150.0
Bose SoundSport Headphones,1,99.99,2019-12-19 14:02:00,"700 West St, San Francisco, CA 94016",99.99
AA Batteries (4-pack),1,3.84,2019-12-31 17:51:00,"663 12th St, Atlanta, GA 30301",3.84
Lightning Charging Cable,1,14.95,2019-12-20 09:53:00,"955 Sunset St, San Francisco, CA 94016",14.95
Flatscreen TV,1,300.0,2019-12-27 19:22:00,"453 Johnson St, Atlanta, GA 30301",300.0
34in Ultrawide Monitor,1,379.99,2019-12-13 15:56:00,"40 Madison St, Dallas, TX 75001",379.99
Lightning Charging Cable,1,14.95,2019-12-23 19:25:00,"675 Chestnut St, San Francisco, CA 94016",14.95
Wired Headphones,2,11.99,2019-12-24 14:42:00,"121 2nd St, New York City, NY 10001",23.98
USB-C Charging Cable,1,11.95,2019-12-29 15:54:00,"480 1st St, Los Angeles, CA 90001",11.95
iPhone,1,700.0,2019-12-11 17:08:00,"197 2nd St, Boston, MA 02215",700.0
ThinkPad Laptop,1,999.99,2019-12-24 20:52:00,"639 Sunset St, Los Angeles, CA 90001",999.99
Wired Headphones,1,11.99,2019-12-05 16:54:00,"982 Cedar St, New York City, NY 10001",11.99
iPhone,1,700.0,2019-12-29 10:35:00,"183 Hickory St, Austin, TX 73301",700.0
20in Monitor,1,109.99,2019-12-12 17:43:00,"584 9th St, Boston, MA 02215",109.99
USB-C Charging Cable,1,11.95,2019-12-24 10:37:00,"214 7th St, Boston, MA 02215",11.95
USB-C Charging Cable,1,11.95,2019-12-30 21:42:00,"984 Jefferson St, Portland, OR 97035",11.95
AAA Batteries (4-pack),1,2.99,2019-12-08 00:13:00,"218 7th St, Dallas, TX 75001",2.99
USB-C Charging Cable,1,11.95,2019-12-29 10:53:00,"588 Washington St, Los Angeles, CA 90001",11.95
USB-C Charging Cable,1,11.95,2019-12-05 15:17:00,"227 Cherry St, New York City, NY 10001",11.95
Lightning Charging Cable,1,14.95,2019-12-01 12:59:00,"510 Sunset St, New York City, NY 10001",14.95
AAA Batteries (4-pack),1,2.99,2019-12-03 14:22:00,"654 12th St, Portland, ME 04101",2.99
AA Batteries (4-pack),1,3.84,2019-12-12 11:14:00,"736 Ridge St, Atlanta, GA 30301",3.84
27in 4K Gaming Monitor,1,389.99,2019-12-20 20:02:00,"434 4th St, Austin, TX 73301",389.99
Bose SoundSport Headphones,1,99.99,2019-12-03 15:18:00,"92 2nd St, Los Angeles, CA 90001",99.99
Wired Headphones,1,11.99,2019-12-06 13:57:00,"281 West St, Los Angeles, CA 90001",11.99
Wired Headphones,1,11.99,2019-12-27 21:16:00,"943 Cedar St, San Francisco, CA 94016",11.99
USB-C Charging Cable,1,11.95,2019-12-28 20:55:00,"547 12th St, Boston, MA 02215",11.95
Lightning Charging Cable,1,14.95,2019-12-16 18:46:00,"4 Main St, Los Angeles, CA 90001",14.95
Lightning Charging Cable,1,14.95,2019-12-09 17:01:00,"955 13th St, San Francisco, CA 94016",14.95
Macbook Pro Laptop,1,1700.0,2019-12-28 11:19:00,"661 Park St, Dallas, TX 75001",1700.0
34in Ultrawide Monitor,1,379.99,2019-12-14 10:49:00,"845 Forest St, Los Angeles, CA 90001",379.99
Google Phone,1,600.0,2019-12-17 11:50:00,"919 Chestnut St, New York City, NY 10001",600.0
Wired Headphones,1,11.99,2019-12-15 08:31:00,"78 Sunset St, San Francisco, CA 94016",11.99
Lightning Charging Cable,1,14.95,2019-12-11 16:54:00,"898 Jefferson St, Los Angeles, CA 90001",14.95
AA Batteries (4-pack),1,3.84,2019-12-08 19:00:00,"646 12th St, Atlanta, GA 30301",3.84
27in FHD Monitor,1,149.99,2019-12-31 15:27:00,"721 1st St, Los Angeles, CA 90001",149.99
USB-C Charging Cable,1,11.95,2019-12-14 20:05:00,"294 10th St, Los Angeles, CA 90001",11.95
34in Ultrawide Monitor,1,379.99,2019-12-24 11:54:00,"893 Park St, Boston, MA 02215",379.99
AA Batteries (4-pack),1,3.84,2019-12-13 17:38:00,"900 Madison St, San Francisco, CA 94016",3.84
USB-C Charging Cable,1,11.95,2019-12-02 18:36:00,"316 River St, San Francisco, CA 94016",11.95
Wired Headphones,1,11.99,2019-12-20 18:14:00,"301 Jackson St, Austin, TX 73301",11.99
27in 4K Gaming Monitor,1,389.99,2019-12-26 08:48:00,"305 North St, New York City, NY 10001",389.99
AAA Batteries (4-pack),1,2.99,2019-12-28 18:49:00,"198 Walnut St, San Francisco, CA 94016",2.99
iPhone,1,700.0,2019-12-20 13:47:00,"223 5th St, Dallas, TX 75001",700.0
Wired Headphones,1,11.99,2019-12-27 08:59:00,"352 2nd St, Los Angeles, CA 90001",11.99
Wired Headphones,1,11.99,2019-12-24 18:37:00,"827 Lake St, Seattle, WA 98101",11.99
Lightning Charging Cable,1,14.95,2019-12-31 14:42:00,"628 Church St, Los Angeles, CA 90001",14.95
USB-C Charging Cable,1,11.95,2019-12-24 17:56:00,"300 Cherry St, New York City, NY 10001",11.95
ThinkPad Laptop,1,999.99,2019-12-05 11:59:00,"254 Elm St, San Francisco, CA 94016",999.99
27in 4K Gaming Monitor,1,389.99,2019-12-05 13:02:00,"854 North St, Atlanta, GA 30301",389.99
USB-C Charging Cable,1,11.95,2019-12-28 13:31:00,"534 Walnut St, Portland, OR 97035",11.95
AAA Batteries (4-pack),1,2.99,2019-12-25 23:02:00,"517 13th St, San Francisco, CA 94016",2.99
27in FHD Monitor,1,149.99,2019-12-26 13:24:00,"9 Center St, Los Angeles, CA 90001",149.99
AAA Batteries (4-pack),1,2.99,2019-12-29 00:18:00,"539 Forest St, San Francisco, CA 94016",2.99
Flatscreen TV,1,300.0,2019-12-24 18:21:00,"929 Dogwood St, Los Angeles, CA 90001",300.0
27in FHD Monitor,1,149.99,2019-12-08 11:55:00,"478 13th St, Portland, OR 97035",149.99
AA Batteries (4-pack),1,3.84,2019-12-21 11:28:00,"375 Spruce St, San Francisco, CA 94016",3.84
USB-C Charging Cable,1,11.95,2019-12-13 16:44:00,"722 Spruce St, Seattle, WA 98101",11.95
AA Batteries (4-pack),1,3.84,2019-12-27 18:56:00,"283 Washington St, Boston, MA 02215",3.84
20in Monitor,1,109.99,2019-12-05 20:02:00,"67 12th St, San Francisco, CA 94016",109.99
AA Batteries (4-pack),2,3.84,2019-12-26 21:54:00,"160 Maple St, Austin, TX 73301",7.68
AA Batteries (4-pack),1,3.84,2019-12-21 13:40:00,"337 12th St, Dallas, TX 75001",3.84
Wired Headphones,1,11.99,2019-12-19 17:30:00,"647 Wilson St, Atlanta, GA 30301",11.99
AA Batteries (4-pack),2,3.84,2019-12-06 23:48:00,"345 Walnut St, Los Angeles, CA 90001",7.68
27in FHD Monitor,1,149.99,2019-12-11 20:55:00,"773 7th St, Atlanta, GA 30301",149.99
AA Batteries (4-pack),2,3.84,2019-12-18 08:43:00,"672 Dogwood St, Austin, TX 73301",7.68
20in Monitor,1,109.99,2019-12-17 10:28:00,"342 Adams St, New York City, NY 10001",109.99
AA Batteries (4-pack),1,3.84,2019-12-27 17:29:00,"360 Wilson St, Boston, MA 02215",3.84
