Product,Quantity,Price,Date,Address,Total
Lightning Charging Cable,1,14.95,2019-12-20 19:25:00,"380 Jefferson St, San Francisco, CA 94016",14.95
20in Monitor,1,109.99,2019-12-27 10:47:00,"712 Cherry St, San Francisco, CA 94016",109.99
AAA Batteries (4-pack),2,2.99,2019-12-03 13:00:00,"536 Meadow St, Los Angeles, CA 90001",5.98
Flatscreen TV,1,300.0,2019-12-18 16:43:00,"941 Forest St, Seattle, WA 98101",300.0
USB-C Charging Cable,1,11.95,2019-12-09 14:40:00,"471 Sunset St, Atlanta, GA 30301",11.95
Apple Airpods Headphones,1,150.0,2019-12-04 22:40:00,"556 10th St, New York City, NY 10001",150.0
Google Phone,1,600.0,2019-12-08 19:48:00,"679 Meadow St, New York City, NY 10001",600.0
Bose SoundSport Headphones,1,99.99,2019-12-28 11:59:00,"688 Highland St, Seattle, WA 98101",99.99
Lightning Charging Cable,1,14.95,2019-12-19 16:00:00,"667 Johnson St, Los Angeles, CA 90001",14.95
USB-C Charging Cable,1,11.95,2019-12-29 02:20:00,"463 Pine St, San Francisco, CA 94016",11.95
AAA Batteries (4-pack),2,2.99,2019-12-04 01:02:00,"370 9th St, Dallas, TX 75001",5.98
27in FHD Monitor,1,149.99,2019-12-30 16:18:00,"301 Maple St, Atlanta, GA 30301",149.99
AAA Batteries (4-pack),1,2.99,2019-12-21 09:00:00,"57 Jackson St, Los Angeles, CA 90001",2.99
AA Batteries (4-pack),1,3.84,2019-12-29 10:34:00,"509 West St, Dallas, TX 75001",3.84
Flatscreen TV,1,300.0,2019-12-06 13:30:00,"235 Meadow St, New York City, NY 10001",300.0
Wired Headphones,1,11.99,2019-12-17 10:43:00,"876 6th St, San Francisco, CA 94016",11.99
20in Monitor,1,109.99,2019-12-25 17:10:00,"993 Main St, Atlanta, GA 30301",109.99
Lightning Charging Cable,1,14.95,2019-12-06 20:22:00,"258 7th St, San Francisco, CA 94016",14.95
Apple Airpods Headphones,1,150.0,2019-12-27 20:53:00,"169 Willow St, Portland, OR 97035",150.0
Apple Airpods Headphones,1,150.0,2019-12-15 18:36:00,"300 Wilson St, San Francisco, CA 94016",150.0
USB-C Charging Cable,1,11.95,2019-12-08 15:19:00,"251 North St, San Francisco, CA 94016",11.95
AAA Batteries (4-pack),2,2.99,2019-12-30 10:48:00,"665 Highland St, Los Angeles, CA 90001",5.98
AAA Batteries (4-pack),1,2.99,2019-12-04 14:53:00,"149 Lakeview St, Seattle, WA 98101",2.99
Apple Airpods Headphones,1,150.0,2019-12-10 12:33:00,"987 1st St, Los Angeles, CA 90001",150.0
Wired Headphones,1,11.99,2019-12-18 07:23:00,"281 Highland St, Boston, MA 02215",11.99
Lightning Charging Cable,1,14.95,2019-12-14 08:33:00,"15 Hill St, San Francisco, CA 94016",14.95
Apple Airpods Headphones,1,150.0,2019-12-19 11:28:00,"440 Jackson St, Atlanta, GA 30301",150.0
USB-C Charging Cable,1,11.95,2019-12-13 11:24:00,"77 Center St, San Francisco, CA 94016",11.95
Apple Airpods Headphones,1,150.0,2019-12-29 21:15:00,"811 Johnson St, Seattle, WA 98101",150.0
USB-C Charging Cable,1,11.95,2019-12-16 20:03:00,"266 Jefferson St, Dallas, TX 75001",11.95
AA Batteries (4-pack),1,3.84,2019-12-26 17:49:00,"871 South St, San Francisco, CA 94016",3.84
Apple Airpods Headphones,1,150.0,2019-12-02 18:48:00,"934 Spruce St, Boston, MA 02215",150.0
AA Batteries (4-pack),1,3.84,2019-12-08 16:23:00,"205 Ridge St, Los Angeles, CA 90001",3.84
ThinkPad Laptop,1,999.99,2019-12-21 12:49:00,"759 11th St, Portland, OR 97035",999.99
AA Batteries (4-pack),1,3.84,2019-12-16 20:08:00,"951 8th St, Seattle, WA 98101",3.84
AA Batteries (4-pack),1,3.84,2019-12-14 15:06:00,"4 North St, San Francisco, CA 94016",3.84
34in Ultrawide Monitor,1,379.99,2019-12-13 06:27:00,"562 Hill St, New York City, NY 10001",379.99
AAA Batteries (4-pack),1,2.99,2019-12-20 20:25:00,"389 Sunset St, San Francisco, CA 94016",2.99
AAA Batteries (4-pack),1,2.99,2019-12-21 08:06:00,"99 Pine St, San Francisco, CA 94016",2.99
USB-C Charging Cable,1,11.95,2019-12-14 11:26:00,"117 West St, San Francisco, CA 94016",11.95
Wired Headphones,1,11.99,2019-12-07 18:53:00,"698 Church St, Seattle, WA 98101",11.99
27in 4K Gaming Monitor,1,389.99,2019-12-04 12:25:00,"689 Lake St, New York City, NY 10001",389.99
AAA Batteries (4-pack),3,2.99,2019-12-17 11:50:00,"776 Highland St, Los Angeles, CA 90001",8.97
ThinkPad Laptop,1,999.99,2019-12-17 11:50:00,"776 Highland St, Los Angeles, CA 90001",999.99
iPhone,1,700.0,2019-12-13 20:36:00,"37 Sunset St, Atlanta, GA 30301",700.0
Wired Headphones,1,11.99,2019-12-16 09:02:00,"326 Lake St, Dallas, TX 75001",11.99
Lightning Charging Cable,1,14.95,2019-12-24 18:37:00,"874 Pine St, Los Angeles, CA 90001",14.95
AAA Batteries (4-pack),1,2.99,2019-12-27 20:06:00,"578 Spruce St, Los Angeles, CA 90001",2.99
AAA Batteries (4-pack),1,2.99,2019-12-07 19:54:00,"405 South St, San Francisco, CA 94016",2.99
Lightning Charging Cable,1,14.95,2019-12-14 10:55:00,"579 Meadow St, Seattle, WA 98101",14.95
AA Batteries (4-pack),3,3.84,2019-12-31 15:07:00,"893 Highland St, Boston, MA 02215",11.52
Vareebadd Phone,1,400.0,2019-12-13 17:24:00,"669 11th St, New York City, NY 10001",400.0
34in Ultrawide Monitor,1,379.99,2019-12-13 17:24:00,"669 11th St, New York City, NY 10001",379.99
Apple Airpods Headphones,1,150.0,2019-12-20 11:15:00,"626 2nd St, San Francisco, CA 94016",150.0
AA Batteries (4-pack),1,3.84,2019-12-10 14:05:00,"717 5th St, Boston, MA 02215",3.84
Flatscreen TV,1,300.0,2019-12-17 11:12:00,"931 9th St, San Francisco, CA 94016",300.0
34in Ultrawide Monitor,1,379.99,2019-12-04 18:26:00,"947 Hickory St, New York City, NY 10001",379.99
27in FHD Monitor,1,149.99,2019-12-30 00:31:00,"611 Lake St, Austin, TX 73301",149.99
USB-C Charging Cable,1,11.95,2019-12-26 13:34:00,"463 Johnson St, Atlanta, GA 30301",11.95
AAA Batteries (4-pack),1,2.99,2019-12-26 13:34:00,"463 Johnson St, Atlanta, GA 30301",2.99
Bose SoundSport Headphones,1,99.99,2019-12-05 17:56:00,"204 11th St, Los Angeles, CA 90001",99.99
Lightning Charging Cable,1,14.95,2019-12-11 11:47:00,"406 Willow St, San Francisco, CA 94016",14.95
Wired Headphones,1,11.99,2019-12-13 00:14:00,"660 Jackson St, Los Angeles, CA 90001",11.99
AAA Batteries (4-pack),1,2.99,2019-12-01 23:07:00,"446 Washington St, Seattle, WA 98101",2.99
27in 4K Gaming Monitor,1,389.99,2019-12-06 21:08:00,"35 7th St, Boston, MA 02215",389.99
USB-C Charging Cable,1,11.95,2019-12-20 06:23:00,"411 Lakeview St, Austin, TX 73301",11.95
Google Phone,1,600.0,2019-12-25 22:14:00,"954 Lake St, Boston, MA 02215",600.0
AAA Batteries (4-pack),1,2.99,2019-12-21 11:57:00,"337 11th St, Boston, MA 02215",2.99
AAA Batteries (4-pack),1,2.99,2019-12-04 16:55:00,"422 2nd St, Los Angeles, CA 90001",2.99
Lightning Charging Cable,1,14.95,2019-12-09 12:48:00,"825 6th St, San Francisco, CA 94016",14.95
Wired Headphones,1,11.99,2019-12-17 15:21:00,"744 Church St, New York City, NY 10001",11.99
AAA Batteries (4-pack),2,2.99,2019-12-12 18:10:00,"618 5th St, New York City, NY 10001",5.98
AA Batteries (4-pack),2,3.84,2019-12-09 19:51:00,"228 8th St, Boston, MA 02215",7.68
27in FHD Monitor,1,149.99,2019-12-19 23:20:00,"746 Wilson St, Los Angeles, CA 90001",149.99
Macbook Pro Laptop,1,1700.0,2019-12-11 15:19:00,"255 Dogwood St, Boston, MA 02215",1700.0
Bose SoundSport Headphones,1,99.99,2019-12-02 10:36:00,"994 2nd St, New York City, NY 10001",99.99
Wired Headphones,1,11.99,2019-12-14 23:11:00,"914 Elm St, Dallas, TX 75001",11.99
Flatscreen TV,1,300.0,2019-12-21 13:14:00,"397 Willow St, Seattle, WA 98101",300.0
Wired Headphones,1,11.99,2019-12-26 14:39:00,"114 Chestnut St, Dallas, TX 75001",11.99
27in 4K Gaming Monitor,1,389.99,2019-12-26 14:39:00,"114 Chestnut St, Dallas, TX 75001",389.99
Bose SoundSport Headphones,1,99.99,2019-12-22 12:10:00,"298 12th St, Atlanta, GA 30301",99.99
AAA Batteries (4-pack),1,2.99,2019-12-21 19:33:00,"6 Hill St, San Francisco, CA 94016",2.99
Lightning Charging Cable,1,14.95,2019-12-02 22:43:00,"120 Adams St, Seattle, WA 98101",14.95
27in 4K Gaming Monitor,1,389.99,2019-12-13 20:31:00,"713 Hill St, San Francisco, CA 94016",389.99
AAA Batteries (4-pack),1,2.99,2019-12-06 03:41:00,"136 12th St, Los Angeles, CA 90001",2.99
AA Batteries (4-pack),1,3.84,2019-12-19 14:19:00,"596 South St, Seattle, WA 98101",3.84
AAA Batteries (4-pack),2,2.99,2019-12-18 22:48:00,"568 Sunset St, San Francisco, CA 94016",5.98
Wired Headphones,1,11.99,2019-12-06 01:06:00,"659 11th St, New York City, NY 10001",11.99
27in 4K Gaming Monitor,1,389.99,2019-12-30 18:41:00,"455 Walnut St, Los Angeles, CA 90001",389.99
Wired Headphones,1,11.99,2019-12-07 12:27:00,"673 Spruce St, Dallas, TX 75001",11.99
Wired Headphones,1,11.99,2019-12-07 11:53:00,"705 Center St, Seattle, WA 98101",11.99
34in Ultrawide Monitor,1,379.99,2019-12-03 19:17:00,"553 10th St, Dallas, TX 75001",379.99
Wired Headphones,1,11.99,2019-12-23 10:37:00,"666 6th St, New York City, NY 10001",11.99
Macbook Pro Laptop,1,1700.0,2019-12-31 14:50:00,"482 Walnut St, San Francisco, CA 94016",1700.0
Bose SoundSport Headphones,1,99.99,2019-12-26 12:04:00,"776 Church St, San Francisco, CA 94016",99.99
USB-C Charging Cable,1,11.95,2019-12-29 10:49:00,"986 Main St, Los Angeles, CA 90001",11.95
Lightning Charging Cable,1,14.95,2019-12-16 12:56:00,"309 12th St, Boston, MA 02215",14.95
34in Ultrawide Monitor,1,379.99,2019-12-08 13:36:00,"469 Dogwood St, Los Angeles, CA 90001",379.99
Bose SoundSport Headphones,1,99.99,2019-12-03 17:03:00,"802 Main St, San Francisco, CA 94016",99.99
Macbook Pro Laptop,1,1700.0,2019-12-20 18:57:00,"253 2nd St, Seattle, WA 98101",1700.0
Wired Headphones,1,11.99,2019-12-24 08:55:00,"727 9th St, San Francisco, CA 94016",11.99
Apple Airpods Headphones,1,150.0,2019-12-24 08:55:00,"727 9th St, San Francisco, CA 94016",150.0
AAA Batteries (4-pack),1,2.99,2019-12-14 20:15:00,"851 Hickory St, Dallas, TX 75001",2.99
27in FHD Monitor,1,149.99,2019-12-05 08:19:00,"562 Lakeview St, New York City, NY 10001",149.99
Lightning Charging Cable,1,14.95,2019-12-03 02:17:00,"169 Lake St, Dallas, TX 75001",14.95
AAA Batteries (4-pack),2,2.99,2019-12-08 16:54:00,"511 Cedar St, San Francisco, CA 94016",5.98
Lightning Charging Cable,1,14.95,2019-12-17 16:08:00,"224 Cherry St, San Francisco, CA 94016",14.95
AA Batteries (4-pack),1,3.84,2019-12-14 16:32:00,"339 Cherry St, San Francisco, CA 94016",3.84
Apple Airpods Headphones,1,150.0,2019-12-16 20:04:00,"999 1st St, Atlanta, GA 30301",150.0
AAA Batteries (4-pack),2,2.99,2019-12-05 11:44:00,"32 5th St, San Francisco, CA 94016",5.98
Wired Headphones,1,11.99,2019-12-22 04:28:00,"116 Lake St, Boston, MA 02215",11.99
Apple Airpods Headphones,1,150.0,2019-12-16 18:32:00,"765 West St, Seattle, WA 98101",150.0
Lightning Charging Cable,1,14.95,2019-12-08 19:34:00,"545 Sunset St, San Francisco, CA 94016",14.95
Wired Headphones,1,11.99,2019-12-29 18:11:00,"667 Hill St, Boston, MA 02215",11.99
27in 4K Gaming Monitor,1,389.99,2019-12-20 15:07:00,"949 Pine St, Atlanta, GA 30301",389.99
27in 4K Gaming Monitor,1,389.99,2019-12-05 15:03:00,"760 Meadow St, San Francisco, CA 94016",389.99
USB-C Charging Cable,1,11.95,2019-12-11 09:45:00,"784 Jefferson St, Los Angeles, CA 90001",11.95
27in 4K Gaming Monitor,1,389.99,2019-12-14 12:53:00,"918 River St, Seattle, WA 98101",389.99
27in 4K Gaming Monitor,1,389.99,2019-12-15 08:36:00,"263 5th St, Los Angeles, CA 90001",389.99
ThinkPad Laptop,1,999.99,2019-12-03 03:35:00,"941 9th St, Dallas, TX 75001",999.99
USB-C Charging Cable,1,11.95,2019-12-01 17:10:00,"209 Center St, San Francisco, CA 94016",11.95
USB-C Charging Cable,1,11.95,2019-12-28 08:03:00,"724 7th St, Los Angeles, CA 90001",11.95
Apple Airpods Headphones,1,150.0,2019-12-05 12:08:00,"729 13th St, Boston, MA 02215",150.0
Wired Headphones,1,11.99,2019-12-01 21:05:00,"342 Dogwood St, Austin, TX 73301",11.99
AA Batteries (4-pack),1,3.84,2019-12-20 07:37:00,"347 Willow St, Los Angeles, CA 90001",3.84
Lightning Charging Cable,1,14.95,2019-12-27 10:40:00,"71 Elm St, San Francisco, CA 94016",14.95
ThinkPad Laptop,1,999.99,2019-12-08 18:56:00,"469 Spruce St, Dallas, TX 75001",999.99
20in Monitor,1,109.99,2019-12-12 17:05:00,"913 Jefferson St, New York City, NY 10001",109.99
AAA Batteries (4-pack),1,2.99,2019-12-05 10:41:00,"881 Highland St, New York City, NY 10001",2.99
USB-C Charging Cable,1,11.95,2019-12-21 11:28:00,"734 Johnson St, Los Angeles, CA 90001",11.95
ThinkPad Laptop,1,999.99,2019-12-01 09:33:00,"310 Jefferson St, Atlanta, GA 30301",999.99
Wired Headphones,1,11.99,2019-12-18 09:57:00,"611 Washington St, Boston, MA 02215",11.99
AA Batteries (4-pack),1,3.84,2019-12-15 16:57:00,"13 Maple St, San Francisco, CA 94016",3.84
USB-C Charging Cable,1,11.95,2019-12-06 15:32:00,"150 Hickory St, San Francisco, CA 94016",11.95
27in FHD Monitor,1,149.99,2019-12-08 16:19:00,"904 6th St, Los Angeles, CA 90001",149.99
Apple Airpods Headphones,1,150.0,2019-12-20 12:19:00,"697 Hickory St, Los Angeles, CA 90001",150.0
Wired Headphones,1,11.99,2019-12-12 12:20:00,"323 Ridge St, New York City, NY 10001",11.99
AA Batteries (4-pack),1,3.84,2019-12-07 23:53:00,"633 Lake St, Austin, TX 73301",3.84
Bose SoundSport Headphones,1,99.99,2019-12-08 15:28:00,"69 1st St, Dallas, TX 75001",99.99
Bose SoundSport Headphones,1,99.99,2019-12-12 22:03:00,"95 Lake St, San Francisco, CA 94016",99.99
Bose SoundSport Headphones,1,99.99,2019-12-10 15:32:00,"145 Forest St, Los Angeles, CA 90001",99.99
Lightning Charging Cable,2,14.95,2019-12-19 19:54:00,"739 Main St, Dallas, TX 75001",29.9
LG Dryer,1,600.0,2019-12-28 17:33:00,"798 6th St, Boston, MA 02215",600.0
USB-C Charging Cable,1,11.95,2019-12-06 11:27:00,"661 Elm St, Boston, MA 02215",11.95
ThinkPad Laptop,1,999.99,2019-12-20 07:59:00,"844 Highland St, San Francisco, CA 94016",999.99
Lightning Charging Cable,2,14.95,2019-12-15 15:02:00,"985 Cedar St, Seattle, WA 98101",29.9
AAA Batteries (4-pack),1,2.99,2019-12-25 19:28:00,"59 Lincoln St, Los Angeles, CA 90001",2.99
Vareebadd Phone,1,400.0,2019-12-08 10:51:00,"746 Church St, Boston, MA 02215",400.0
34in Ultrawide Monitor,1,379.99,2019-12-19 11:31:00,"337 Chestnut St, Boston, MA 02215",379.99
34in Ultrawide Monitor,1,379.99,2019-12-01 16:20:00,"790 Spruce St, Atlanta, GA 30301",379.99
USB-C Charging Cable,1,11.95,2019-12-25 22:25:00,"641 River St, San Francisco, CA 94016",11.95
USB-C Charging Cable,1,11.95,2019-12-11 12:35:00,"978 Jefferson St, San Francisco, CA 94016",11.95
Bose SoundSport Headphones,1,99.99,2019-12-18 11:32:00,"499 7th St, San Francisco, CA 94016",99.99
Lightning Charging Cable,1,14.95,2019-12-15 13:54:00,"215 11th St, Los Angeles, CA 90001",14.95
Google Phone,1,600.0,2019-12-25 22:43:00,"419 Pine St, New York City, NY 10001",600.0
USB-C Charging Cable,1,11.95,2019-12-25 22:43:00,"419 Pine St, New York City, NY 10001",11.95
AA Batteries (4-pack),2,3.84,2019-12-16 20:18:00,"743 Lincoln St, New York City, NY 10001",7.68
Flatscreen TV,1,300.0,2019-12-29 21:05:00,"867 Walnut St, San Francisco, CA 94016",300.0
ThinkPad Laptop,1,999.99,2019-12-15 22:36:00,"870 South St, Boston, MA 02215",999.99
AA Batteries (4-pack),1,3.84,2019-12-24 21:25:00,"182 Jefferson St, Boston, MA 02215",3.84
AAA Batteries (4-pack),1,2.99,2019-12-09 16:13:00,"829 Chestnut St, Boston, MA 02215",2.99
AA Batteries (4-pack),1,3.84,2019-12-16 10:18:00,"409 Chestnut St, San Francisco, CA 94016",3.84
Bose SoundSport Headphones,1,99.99,2019-12-02 21:36:00,"944 Main St, Seattle, WA 98101",99.99
AA Batteries (4-pack),1,3.84,2019-12-05 19:23:00,"415 Jackson St, New York City, NY 10001",3.84
Google Phone,1,600.0,2019-12-29 07:34:00,"654 Forest St, Dallas, TX 75001",600.0
Lightning Charging Cable,1,14.95,2019-12-29 07:34:00,"654 Forest St, Dallas, TX 75001",14.95
27in FHD Monitor,1,149.99,2019-12-16 22:48:00,"606 Highland St, Boston, MA 02215",149.99
27in FHD Monitor,1,149.99,2019-12-17 18:06:00,"74 Elm St, Los Angeles, CA 90001",149.99
AA Batteries (4-pack),2,3.84,2019-12-23 21:21:00,"982 Elm St, New York City, NY 10001",7.68
27in FHD Monitor,1,149.99,2019-12-20 12:03:00,"949 8th St, Los Angeles, CA 90001",149.99
USB-C Charging Cable,2,11.95,2019-12-02 10:11:00,"886 Cherry St, Boston, MA 02215",23.9
AA Batteries (4-pack),5,3.84,2019-12-18 10:44:00,"523 6th St, San Francisco, CA 94016",19.2
Apple Airpods Headphones,1,150.0,2019-12-24 10:30:00,"210 Johnson St, Los Angeles, CA 90001",150.0
Wired Headphones,1,11.99,2019-12-26 10:42:00,"429 River St, San Francisco, CA 94016",11.99
AAA Batteries (4-pack),1,2.99,2019-12-02 12:34:00,"84 4th St, San Francisco, CA 94016",2.99
Lightning Charging Cable,1,14.95,2019-12-18 18:25:00,"206 Lake St, Portland, OR 97035",14.95
Macbook Pro Laptop,1,1700.0,2019-12-30 22:08:00,"563 Forest St, San Francisco, CA 94016",1700.0
Apple Airpods Headphones,1,150.0,2019-12-26 15:48:00,"10 7th St, Los Angeles, CA 90001",150.0
AAA Batteries (4-pack),1,2.99,2019-12-15 11:53:00,"756 Lake St, Seattle, WA 98101",2.99
USB-C Charging Cable,1,11.95,2019-12-10 10:39:00,"477 Hickory St, Los Angeles, CA 90001",11.95
AAA Batteries (4-pack),1,2.99,2019-12-22 19:13:00,"102 1st St, San Francisco, CA 94016",2.99
Flatscreen TV,1,300.0,2019-12-07 17:15:00,"846 Elm St, Austin, TX 73301",300.0
Macbook Pro Laptop,1,1700.0,2019-12-19 20:32:00,"609 4th St, Austin, TX 73301",1700.0
Flatscreen TV,1,300.0,2019-12-08 19:35:00,"696 8th St, Atlanta, GA 30301",300.0
AAA Batteries (4-pack),2,2.99,2019-12-04 12:08:00,"41 9th St, San Francisco, CA 94016",5.98
Lightning Charging Cable,1,14.95,2019-12-23 17:01:00,"829 10th St, San Francisco, CA 94016",14.95
Apple Airpods Headphones,1,150.0,2019-12-23 14:00:00,"390 South St, New York City, NY 10001",150.0
Bose SoundSport Headphones,1,99.99,2019-12-04 13:42:00,"782 11th St, Dallas, TX 75001",99.99
Wired Headphones,1,11.99,2019-12-30 19:20:00,"864 Hickory St, Boston, MA 02215",11.99
AA Batteries (4-pack),1,3.84,2019-12-04 19:43:00,"995 Sunset St, New York City, NY 10001",3.84
AA Batteries (4-pack),1,3.84,2019-12-09 14:59:00,"324 Wilson St, Boston, MA 02215",3.84
Lightning Charging Cable,1,14.95,2019-12-08 22:25:00,"566 Chestnut St, Seattle, WA 98101",14.95
Lightning Charging Cable,1,14.95,2019-12-02 16:15:00,"778 Lakeview St, Austin, TX 73301",14.95
iPhone,1,700.0,2019-12-28 12:09:00,"908 Lakeview St, New York City, NY 10001",700.0
AAA Batteries (4-pack),1,2.99,2019-12-10 20:01:00,"838 Lakeview St, San Francisco, CA 94016",2.99
AA Batteries (4-pack),1,3.84,2019-12-19 22:06:00,"416 Main St, Los Angeles, CA 90001",3.84
USB-C Charging Cable,1,11.95,2019-12-27 22:05:00,"151 9th St, New York City, NY 10001",11.95
Apple Airpods Headphones,1,150.0,2019-12-29 19:35:00,"731 Pine St, Boston, MA 02215",150.0
USB-C Charging Cable,1,11.95,2019-12-01 21:16:00,"885 4th St, Boston, MA 02215",11.95
27in FHD Monitor,1,149.99,2019-12-01 15:13:00,"667 Cedar St, New York City, NY 10001",149.99
Wired Headphones,1,11.99,2019-12-12 16:27:00,"385 Washington St, San Francisco, CA 94016",11.99
AAA Batteries (4-pack),1,2.99,2019-12-19 14:39:00,"510 Main St, Dallas, TX 75001",2.99
USB-C Charging Cable,1,11.95,2019-12-05 21:05:00,"105 Park St, Boston, MA 02215",11.95
USB-C Charging Cable,1,11.95,2019-12-12 15:48:00,"707 Hickory St, New York City, NY 10001",11.95
27in 4K Gaming Monitor,1,389.99,2019-12-05 23:29:00,"13 Hickory St, San Francisco, CA 94016",389.99
AA Batteries (4-pack),1,3.84,2019-12-07 12:19:00,"634 Highland St, Los Angeles, CA 90001",3.84
AAA Batteries (4-pack),1,2.99,2019-12-31 08:22:00,"813 Dogwood St, San Francisco, CA 94016",2.99
Apple Airpods Headphones,1,150.0,2019-12-27 20:49:00,"543 North St, San Francisco, CA 94016",150.0
Macbook Pro Laptop,1,1700.0,2019-12-16 05:00:00,"459 Jefferson St, New York City, NY 10001",1700.0
20in Monitor,1,109.99,2019-12-27 13:32:00,"975 Sunset St, Austin, TX 73301",109.99
AAA Batteries (4-pack),1,2.99,2019-12-19 21:24:00,"387 Madison St, Dallas, TX 75001",2.99
Bose SoundSport Headphones,1,99.99,2019-12-24 16:08:00,"893 10th St, New York City, NY 10001",99.99
USB-C Charging Cable,1,11.95,2019-12-19 19:05:00,"401 Dogwood St, San Francisco, CA 94016",11.95
20in Monitor,1,109.99,2019-12-13 15:05:00,"839 Ridge St, Los Angeles, CA 90001",109.99
AAA Batteries (4-pack),2,2.99,2019-12-11 23:12:00,"562 Hill St, Boston, MA 02215",5.98
Bose SoundSport Headphones,1,99.99,2019-12-22 22:27:00,"994 Madison St, Los Angeles, CA 90001",99.99
AA Batteries (4-pack),1,3.84,2019-12-07 15:13:00,"753 Sunset St, Austin, TX 73301",3.84
34in Ultrawide Monitor,1,379.99,2019-12-28 13:16:00,"283 5th St, Seattle, WA 98101",379.99
AAA Batteries (4-pack),2,2.99,2019-12-17 10:29:00,"990 7th St, New York City, NY 10001",5.98
AAA Batteries (4-pack),2,2.99,2019-12-17 14:25:00,"954 11th St, New York City, NY 10001",5.98
27in FHD Monitor,1,149.99,2019-12-20 19:43:00,"310 Lake St, San Francisco, CA 94016",149.99
Apple Airpods Headphones,1,150.0,2019-12-16 06:57:00,"972 River St, New York City, NY 10001",150.0
Macbook Pro Laptop,1,1700.0,2019-12-26 16:51:00,"841 Main St, Atlanta, GA 30301",1700.0
27in FHD Monitor,1,149.99,2019-12-18 22:56:00,"977 Johnson St, New York City, NY 10001",149.99
Wired Headphones,1,11.99,2019-12-06 13:52:00,"170 Spruce St, Boston, MA 02215",11.99
AA Batteries (4-pack),1,3.84,2019-12-04 14:55:00,"305 7th St, Boston, MA 02215",3.84
20in Monitor,1,109.99,2019-12-24 23:59:00,"629 13th St, Boston, MA 02215",109.99
Apple Airpods Headphones,1,150.0,2019-12-05 14:02:00,"200 Main St, Los Angeles, CA 90001",150.0
iPhone,1,700.0,2019-12-16 08:57:00,"133 Madison St, San Francisco, CA 94016",700.0
Apple Airpods Headphones,1,150.0,2019-12-16 08:57:00,"133 Madison St, San Francisco, CA 94016",150.0
20in Monitor,1,109.99,2019-12-04 10:46:00,"990 11th St, Austin, TX 73301",109.99
27in FHD Monitor,1,149.99,2019-12-23 13:50:00,"249 1st St, Atlanta, GA 30301",149.99
USB-C Charging Cable,1,11.95,2019-12-08 17:21:00,"202 Lake St, Austin, TX 73301",11.95
Lightning Charging Cable,3,14.95,2019-12-27 12:16:00,"82 Elm St, Dallas, TX 75001",44.85
