Product,Quantity,Price,Date,Address,Total
Wired Headphones,1,11.99,2019-12-03 23:11:00,"75 13th St, Los Angeles, CA 90001",11.99
USB-C Charging Cable,1,11.95,2019-12-03 21:13:00,"711 Lakeview St, Dallas, TX 75001",11.95
USB-C Charging Cable,1,11.95,2019-12-06 12:10:00,"638 Main St, Boston, MA 02215",11.95
Wired Headphones,1,11.99,2019-12-10 17:06:00,"957 Cedar St, San Francisco, CA 94016",11.99
USB-C Charging Cable,1,11.95,2019-12-10 17:06:00,"957 Cedar St, San Francisco, CA 94016",11.95
Wired Headphones,1,11.99,2019-12-10 14:21:00,"554 West St, Los Angeles, CA 90001",11.99
34in Ultrawide Monitor,1,379.99,2019-12-29 18:19:00,"863 12th St, New York City, NY 10001",379.99
USB-C Charging Cable,1,11.95,2019-12-31 05:26:00,"620 Forest St, Seattle, WA 98101",11.95
AAA Batteries (4-pack),1,2.99,2019-12-21 22:27:00,"291 5th St, Los Angeles, CA 90001",2.99
Apple Airpods Headphones,1,150.0,2019-12-22 13:10:00,"952 9th St, Dallas, TX 75001",150.0
27in FHD Monitor,1,149.99,2019-12-08 10:58:00,"397 Maple St, Boston, MA 02215",149.99
Bose SoundSport Headphones,1,99.99,2019-12-02 15:39:00,"801 Chestnut St, San Francisco, CA 94016",99.99
Lightning Charging Cable,1,14.95,2019-12-08 12:40:00,"204 1st St, Portland, OR 97035",14.95
Google Phone,1,600.0,2019-12-15 14:16:00,"712 Forest St, New York City, NY 10001",600.0
USB-C Charging Cable,1,11.95,2019-12-15 14:16:00,"712 Forest St, New York City, NY 10001",11.95
iPhone,1,700.0,2019-12-06 17:52:00,"877 Lake St, Seattle, WA 98101",700.0
27in FHD Monitor,1,149.99,2019-12-29 23:08:00,"792 13th St, Boston, MA 02215",149.99
AA Batteries (4-pack),1,3.84,2019-12-28 23:58:00,"676 Park St, Atlanta, GA 30301",3.84
Wired Headphones,1,11.99,2019-12-10 16:57:00,"373 Park St, Atlanta, GA 30301",11.99
Bose SoundSport Headphones,1,99.99,2019-12-23 07:17:00,"446 Dogwood St, Los Angeles, CA 90001",99.99
USB-C Charging Cable,2,11.95,2019-12-24 20:04:00,"628 Willow St, San Francisco, CA 94016",23.9
27in FHD Monitor,1,149.99,2019-12-17 20:32:00,"848 Hill St, Los Angeles, CA 90001",149.99
AAA Batteries (4-pack),1,2.99,2019-12-23 09:53:00,"437 8th St, Austin, TX 73301",2.99
Apple Airpods Headphones,1,150.0,2019-12-23 09:53:00,"437 8th St, Austin, TX 73301",150.0
AAA Batteries (4-pack),2,2.99,2019-12-31 17:31:00,"450 4th St, San Francisco, CA 94016",5.98
AA Batteries (4-pack),1,3.84,2019-12-03 11:22:00,"89 Elm St, Boston, MA 02215",3.84
Apple Airpods Headphones,1,150.0,2019-12-11 16:50:00,"303 Pine St, Austin, TX 73301",150.0
Bose SoundSport Headphones,1,99.99,2019-12-26 06:01:00,"331 9th St, Boston, MA 02215",99.99
Bose SoundSport Headphones,1,99.99,2019-12-07 19:59:00,"605 1st St, San Francisco, CA 94016",99.99
Google Phone,1,600.0,2019-12-07 20:17:00,"658 River St, New York City, NY 10001",600.0
Wired Headphones,1,11.99,2019-12-07 20:17:00,"658 River St, New York City, NY 10001",11.99
Bose SoundSport Headphones,1,99.99,2019-12-31 00:06:00,"737 Walnut St, Seattle, WA 98101",99.99
Lightning Charging Cable,1,14.95,2019-12-19 06:29:00,"9 6th St, Seattle, WA 98101",14.95
AA Batteries (4-pack),2,3.84,2019-12-19 06:29:00,"9 6th St, Seattle, WA 98101",7.68
USB-C Charging Cable,1,11.95,2019-12-04 20:25:00,"123 Washington St, Los Angeles, CA 90001",11.95
Wired Headphones,1,11.99,2019-12-21 18:15:00,"273 8th St, Austin, TX 73301",11.99
Lightning Charging Cable,1,14.95,2019-12-31 23:07:00,"746 Chestnut St, Seattle, WA 98101",14.95
Flatscreen TV,1,300.0,2019-12-19 18:37:00,"327 Madison St, Los Angeles, CA 90001",300.0
USB-C Charging Cable,1,11.95,2019-12-04 08:49:00,"494 2nd St, Atlanta, GA 30301",11.95
Apple Airpods Headphones,1,150.0,2019-12-03 18:43:00,"736 Jefferson St, Los Angeles, CA 90001",150.0
AA Batteries (4-pack),1,3.84,2019-12-20 12:54:00,"834 Maple St, Los Angeles, CA 90001",3.84
Wired Headphones,1,11.99,2019-12-24 13:09:00,"311 Willow St, Los Angeles, CA 90001",11.99
Lightning Charging Cable,1,14.95,2019-12-19 12:42:00,"587 9th St, Los Angeles, CA 90001",14.95
Apple Airpods Headphones,1,150.0,2019-12-22 16:37:00,"50 11th St, San Francisco, CA 94016",150.0
Google Phone,1,600.0,2019-12-22 16:37:00,"50 11th St, San Francisco, CA 94016",600.0
34in Ultrawide Monitor,1,379.99,2019-12-25 15:28:00,"539 Main St, San Francisco, CA 94016",379.99
AA Batteries (4-pack),1,3.84,2019-12-01 09:39:00,"657 Willow St, Portland, OR 97035",3.84
USB-C Charging Cable,1,11.95,2019-12-03 16:13:00,"933 Church St, Austin, TX 73301",11.95
Wired Headphones,1,11.99,2019-12-13 10:14:00,"431 South St, New York City, NY 10001",11.99
AA Batteries (4-pack),3,3.84,2019-12-23 08:54:00,"462 Elm St, New York City, NY 10001",11.52
Lightning Charging Cable,1,14.95,2019-12-20 18:40:00,"659 Jackson St, Los Angeles, CA 90001",14.95
Wired Headphones,1,11.99,2019-12-01 11:58:00,"458 9th St, Los Angeles, CA 90001",11.99
USB-C Charging Cable,1,11.95,2019-12-03 16:08:00,"104 Jackson St, San Francisco, CA 94016",11.95
USB-C Charging Cable,1,11.95,2019-12-21 17:04:00,"443 Wilson St, San Francisco, CA 94016",11.95
USB-C Charging Cable,1,11.95,2019-12-18 22:22:00,"69 Wilson St, San Francisco, CA 94016",11.95
Wired Headphones,1,11.99,2019-12-14 18:19:00,"943 4th St, Atlanta, GA 30301",11.99
ThinkPad Laptop,1,999.99,2019-12-03 15:10:00,"212 Hill St, San Francisco, CA 94016",999.99
iPhone,1,700.0,2019-12-08 12:25:00,"627 14th St, Boston, MA 02215",700.0
Bose SoundSport Headphones,1,99.99,2019-12-27 21:25:00,"58 Dogwood St, Seattle, WA 98101",99.99
AA Batteries (4-pack),1,3.84,2019-12-20 16:19:00,"634 Lincoln St, Boston, MA 02215",3.84
Lightning Charging Cable,2,14.95,2019-12-11 11:51:00,"636 6th St, New York City, NY 10001",29.9
USB-C Charging Cable,1,11.95,2019-12-05 15:25:00,"64 Lincoln St, San Francisco, CA 94016",11.95
AAA Batteries (4-pack),2,2.99,2019-12-20 12:48:00,"137 Cherry St, Seattle, WA 98101",5.98
AA Batteries (4-pack),3,3.84,2019-12-04 12:45:00,"156 Dogwood St, San Francisco, CA 94016",11.52
Wired Headphones,1,11.99,2019-12-21 12:38:00,"514 12th St, New York City, NY 10001",11.99
USB-C Charging Cable,1,11.95,2019-12-25 19:47:00,"885 West St, San Francisco, CA 94016",11.95
27in 4K Gaming Monitor,1,389.99,2019-12-23 17:24:00,"493 4th St, Los Angeles, CA 90001",389.99
Lightning Charging Cable,1,14.95,2019-12-27 13:54:00,"922 5th St, Portland, ME 04101",14.95
Lightning Charging Cable,1,14.95,2019-12-14 13:13:00,"899 Wilson St, San Francisco, CA 94016",14.95
Apple Airpods Headphones,1,150.0,2019-12-27 19:11:00,"718 10th St, New York City, NY 10001",150.0
AAA Batteries (4-pack),1,2.99,2019-12-28 18:26:00,"920 2nd St, Dallas, TX 75001",2.99
Apple Airpods Headphones,1,150.0,2019-12-19 10:03:00,"645 West St, Austin, TX 73301",150.0
AAA Batteries (4-pack),1,2.99,2019-12-07 11:32:00,"575 Lincoln St, San Francisco, CA 94016",2.99
ThinkPad Laptop,1,999.99,2019-12-27 19:13:00,"25 Meadow St, New York City, NY 10001",999.99
Flatscreen TV,1,300.0,2019-12-11 00:28:00,"387 Church St, New York City, NY 10001",300.0
27in FHD Monitor,1,149.99,2019-12-05 21:14:00,"996 Ridge St, Boston, MA 02215",149.99
Apple Airpods Headphones,1,150.0,2019-12-05 21:14:00,"996 Ridge St, Boston, MA 02215",150.0
Vareebadd Phone,1,400.0,2019-12-24 19:54:00,"192 2nd St, Boston, MA 02215",400.0
USB-C Charging Cable,1,11.95,2019-12-11 16:11:00,"307 River St, San Francisco, CA 94016",11.95
27in FHD Monitor,1,149.99,2019-12-07 14:16:00,"827 Johnson St, Boston, MA 02215",149.99
Bose SoundSport Headphones,1,99.99,2019-12-03 19:26:00,"658 5th St, Austin, TX 73301",99.99
AAA Batteries (4-pack),1,2.99,2019-12-15 18:31:00,"947 11th St, Boston, MA 02215",2.99
Bose SoundSport Headphones,1,99.99,2019-12-25 21:22:00,"351 13th St, San Francisco, CA 94016",99.99
Wired Headphones,1,11.99,2019-12-17 12:35:00,"731 6th St, Seattle, WA 98101",11.99
Lightning Charging Cable,1,14.95,2019-12-05 16:59:00,"601 Lakeview St, Atlanta, GA 30301",14.95
AAA Batteries (4-pack),1,2.99,2019-12-18 08:15:00,"465 Maple St, San Francisco, CA 94016",2.99
AA Batteries (4-pack),1,3.84,2019-12-27 09:45:00,"867 7th St, Dallas, TX 75001",3.84
Lightning Charging Cable,1,14.95,2019-12-12 09:52:00,"10 Walnut St, Dallas, TX 75001",14.95
USB-C Charging Cable,1,11.95,2019-12-19 07:53:00,"838 Cedar St, Dallas, TX 75001",11.95
Flatscreen TV,1,300.0,2019-12-19 19:03:00,"692 Hickory St, Los Angeles, CA 90001",300.0
Flatscreen TV,1,300.0,2019-12-23 17:26:00,"474 8th St, Dallas, TX 75001",300.0
USB-C Charging Cable,1,11.95,2019-12-30 15:27:00,"497 10th St, New York City, NY 10001",11.95
AAA Batteries (4-pack),1,2.99,2019-12-29 15:48:00,"843 West St, Portland, OR 97035",2.99
AA Batteries (4-pack),1,3.84,2019-12-02 13:19:00,"748 Jefferson St, New York City, NY 10001",3.84
34in Ultrawide Monitor,1,379.99,2019-12-05 06:40:00,"491 Jefferson St, Los Angeles, CA 90001",379.99
Apple Airpods Headphones,1,150.0,2019-12-07 21:24:00,"537 10th St, Dallas, TX 75001",150.0
ThinkPad Laptop,1,999.99,2019-12-10 20:29:00,"538 9th St, New York City, NY 10001",999.99
Google Phone,1,600.0,2019-12-19 13:14:00,"209 Hill St, Austin, TX 73301",600.0
AA Batteries (4-pack),3,3.84,2019-12-14 14:40:00,"762 Spruce St, Portland, ME 04101",11.52
Apple Airpods Headphones,1,150.0,2019-12-31 12:02:00,"966 Meadow St, Dallas, TX 75001",150.0
USB-C Charging Cable,1,11.95,2019-12-20 23:24:00,"824 Adams St, New York City, NY 10001",11.95
AAA Batteries (4-pack),2,2.99,2019-12-26 23:41:00,"695 Lake St, New York City, NY 10001",5.98
Bose SoundSport Headphones,1,99.99,2019-12-20 19:52:00,"397 11th St, San Francisco, CA 94016",99.99
27in FHD Monitor,1,149.99,2019-12-19 11:53:00,"941 Pine St, New York City, NY 10001",149.99
Flatscreen TV,1,300.0,2019-12-18 21:20:00,"90 Hill St, Boston, MA 02215",300.0
AA Batteries (4-pack),1,3.84,2019-12-26 22:08:00,"489 Elm St, San Francisco, CA 94016",3.84
27in FHD Monitor,1,149.99,2019-12-24 08:58:00,"278 Wilson St, New York City, NY 10001",149.99
Wired Headphones,2,11.99,2019-12-02 22:16:00,"550 4th St, San Francisco, CA 94016",23.98
USB-C Charging Cable,1,11.95,2019-12-30 17:15:00,"596 9th St, Los Angeles, CA 90001",11.95
AA Batteries (4-pack),1,3.84,2019-12-14 21:38:00,"118 Sunset St, San Francisco, CA 94016",3.84
AA Batteries (4-pack),2,3.84,2019-12-22 17:15:00,"343 1st St, San Francisco, CA 94016",7.68
AAA Batteries (4-pack),2,2.99,2019-12-11 22:44:00,"560 Park St, Seattle, WA 98101",5.98
Macbook Pro Laptop,1,1700.0,2019-12-03 13:48:00,"21 Chestnut St, Portland, OR 97035",1700.0
27in 4K Gaming Monitor,1,389.99,2019-12-02 13:53:00,"635 Lincoln St, Los Angeles, CA 90001",389.99
AA Batteries (4-pack),1,3.84,2019-12-31 21:58:00,"6 Ridge St, San Francisco, CA 94016",3.84
Macbook Pro Laptop,1,1700.0,2019-12-29 16:16:00,"898 West St, Atlanta, GA 30301",1700.0
Wired Headphones,1,11.99,2019-12-20 19:51:00,"730 River St, Los Angeles, CA 90001",11.99
Wired Headphones,1,11.99,2019-12-31 10:58:00,"702 Chestnut St, San Francisco, CA 94016",11.99
Wired Headphones,1,11.99,2019-12-31 10:58:00,"702 Chestnut St, San Francisco, CA 94016",11.99
Apple Airpods Headphones,1,150.0,2019-12-23 10:48:00,"949 14th St, Atlanta, GA 30301",150.0
Google Phone,1,600.0,2019-12-24 12:27:00,"179 5th St, San Francisco, CA 94016",600.0
Lightning Charging Cable,1,14.95,2019-12-30 00:04:00,"666 Jefferson St, New York City, NY 10001",14.95
AA Batteries (4-pack),2,3.84,2019-12-16 06:29:00,"794 Church St, San Francisco, CA 94016",7.68
Bose SoundSport Headphones,1,99.99,2019-12-19 17:57:00,"96 South St, San Francisco, CA 94016",99.99
Lightning Charging Cable,1,14.95,2019-12-13 17:57:00,"108 Church St, Seattle, WA 98101",14.95
27in FHD Monitor,1,149.99,2019-12-21 18:34:00,"528 Lincoln St, New York City, NY 10001",149.99
Wired Headphones,1,11.99,2019-12-12 23:54:00,"499 Madison St, Austin, TX 73301",11.99
Lightning Charging Cable,1,14.95,2019-12-24 21:12:00,"931 Dogwood St, San Francisco, CA 94016",14.95
AA Batteries (4-pack),1,3.84,2019-12-14 11:29:00,"473 10th St, Dallas, TX 75001",3.84
AAA Batteries (4-pack),1,2.99,2019-12-06 18:40:00,"984 Pine St, Boston, MA 02215",2.99
Lightning Charging Cable,2,14.95,2019-12-23 06:48:00,"471 Jefferson St, Atlanta, GA 30301",29.9
Lightning Charging Cable,1,14.95,2019-12-26 22:10:00,"591 Adams St, Los Angeles, CA 90001",14.95
AA Batteries (4-pack),2,3.84,2019-12-09 13:12:00,"57 Center St, San Francisco, CA 94016",7.68
Macbook Pro Laptop,1,1700.0,2019-12-10 19:46:00,"366 5th St, Los Angeles, CA 90001",1700.0
27in FHD Monitor,1,149.99,2019-12-10 19:46:00,"366 5th St, Los Angeles, CA 90001",149.99
ThinkPad Laptop,1,999.99,2019-12-09 09:11:00,"982 South St, New York City, NY 10001",999.99
Macbook Pro Laptop,1,1700.0,2019-12-28 15:04:00,"712 8th St, New York City, NY 10001",1700.0
ThinkPad Laptop,1,999.99,2019-12-03 22:00:00,"588 Main St, Portland, OR 97035",999.99
Wired Headphones,1,11.99,2019-12-31 18:04:00,"737 Jackson St, San Francisco, CA 94016",11.99
Apple Airpods Headphones,1,150.0,2019-12-15 23:08:00,"12 Walnut St, New York City, NY 10001",150.0
Lightning Charging Cable,1,14.95,2019-12-28 20:35:00,"45 Willow St, Atlanta, GA 30301",14.95
Lightning Charging Cable,1,14.95,2019-12-14 18:46:00,"910 Forest St, San Francisco, CA 94016",14.95
AAA Batteries (4-pack),1,2.99,2019-12-08 11:16:00,"768 Wilson St, New York City, NY 10001",2.99
AA Batteries (4-pack),1,3.84,2019-12-03 11:18:00,"116 9th St, Boston, MA 02215",3.84
Wired Headphones,1,11.99,2019-12-19 07:06:00,"17 Church St, San Francisco, CA 94016",11.99
USB-C Charging Cable,1,11.95,2019-12-08 14:20:00,"375 South St, Los Angeles, CA 90001",11.95
Apple Airpods Headphones,1,150.0,2019-12-17 22:03:00,"696 Sunset St, Dallas, TX 75001",150.0
Macbook Pro Laptop,1,1700.0,2019-12-28 18:22:00,"470 Walnut St, San Francisco, CA 94016",1700.0
AAA Batteries (4-pack),5,2.99,2019-12-16 07:04:00,"308 Walnut St, New York City, NY 10001",14.95
USB-C Charging Cable,1,11.95,2019-12-08 14:23:00,"400 Adams St, Los Angeles, CA 90001",11.95
AAA Batteries (4-pack),1,2.99,2019-12-24 00:15:00,"891 Cedar St, Los Angeles, CA 90001",2.99
27in FHD Monitor,1,149.99,2019-12-16 17:36:00,"392 Madison St, Portland, OR 97035",149.99
USB-C Charging Cable,1,11.95,2019-12-09 07:40:00,"613 Jackson St, Seattle, WA 98101",11.95
Lightning Charging Cable,1,14.95,2019-12-13 08:32:00,"650 7th St, New York City, NY 10001",14.95
AAA Batteries (4-pack),2,2.99,2019-12-23 17:55:00,"354 6th St, New York City, NY 10001",5.98
AAA Batteries (4-pack),1,2.99,2019-12-24 19:13:00,"864 West St, Dallas, TX 75001",2.99
AA Batteries (4-pack),2,3.84,2019-12-08 18:55:00,"859 Cherry St, New York City, NY 10001",7.68
AAA Batteries (4-pack),1,2.99,2019-12-05 18:22:00,"826 Spruce St, Portland, OR 97035",2.99
Apple Airpods Headphones,1,150.0,2019-12-18 05:43:00,"826 10th St, San Francisco, CA 94016",150.0
Apple Airpods Headphones,1,150.0,2019-12-16 18:42:00,"7 Park St, San Francisco, CA 94016",150.0
Wired Headphones,2,11.99,2019-12-15 12:42:00,"927 Ridge St, Boston, MA 02215",23.98
Wired Headphones,1,11.99,2019-12-28 17:28:00,"939 14th St, San Francisco, CA 94016",11.99
AA Batteries (4-pack),2,3.84,2019-12-07 21:54:00,"423 Lake St, New York City, NY 10001",7.68
AA Batteries (4-pack),1,3.84,2019-12-10 06:05:00,"547 South St, Los Angeles, CA 90001",3.84
AAA Batteries (4-pack),2,2.99,2019-12-20 16:29:00,"604 Jackson St, Dallas, TX 75001",5.98
ThinkPad Laptop,1,999.99,2019-12-29 18:07:00,"372 Willow St, San Francisco, CA 94016",999.99
Apple Airpods Headphones,1,150.0,2019-12-20 21:27:00,"45 Highland St, San Francisco, CA 94016",150.0
Apple Airpods Headphones,1,150.0,2019-12-06 22:30:00,"909 11th St, Los Angeles, CA 90001",150.0
Wired Headphones,1,11.99,2019-12-25 10:00:00,"499 Jackson St, Austin, TX 73301",11.99
Bose SoundSport Headphones,1,99.99,2019-12-11 22:08:00,"719 2nd St, New York City, NY 10001",99.99
27in FHD Monitor,1,149.99,2019-12-11 14:35:00,"187 Washington St, San Francisco, CA 94016",149.99
AA Batteries (4-pack),3,3.84,2019-12-14 20:19:00,"834 Main St, San Francisco, CA 94016",11.52
Flatscreen TV,1,300.0,2019-12-27 11:51:00,"255 Center St, Dallas, TX 75001",300.0
AAA Batteries (4-pack),2,2.99,2019-12-10 01:30:00,"39 Adams St, San Francisco, CA 94016",5.98
iPhone,1,700.0,2019-12-06 11:52:00,"372 Lincoln St, Dallas, TX 75001",700.0
Lightning Charging Cable,1,14.95,2019-12-28 13:54:00,"666 Chestnut St, San Francisco, CA 94016",14.95
27in 4K Gaming Monitor,1,389.99,2019-12-24 10:31:00,"509 Elm St, Dallas, TX 75001",389.99
Vareebadd Phone,1,400.0,2019-12-31 10:05:00,"69 Chestnut St, Los Angeles, CA 90001",400.0
Google Phone,1,600.0,2019-12-10 12:25:00,"229 Johnson St, San Francisco, CA 94016",600.0
27in FHD Monitor,1,149.99,2019-12-26 08:33:00,"61 South St, Los Angeles, CA 90001",149.99
Apple Airpods Headphones,1,150.0,2019-12-22 00:46:00,"426 Main St, Boston, MA 02215",150.0
Macbook Pro Laptop,1,1700.0,2019-12-20 05:48:00,"971 Maple St, New York City, NY 10001",1700.0
Apple Airpods Headphones,1,150.0,2019-12-01 19:31:00,"896 Jefferson St, Seattle, WA 98101",150.0
USB-C Charging Cable,1,11.95,2019-12-25 09:14:00,"836 Dogwood St, Boston, MA 02215",11.95
USB-C Charging Cable,1,11.95,2019-12-13 22:53:00,"278 Lakeview St, Atlanta, GA 30301",11.95
Macbook Pro Laptop,1,1700.0,2019-12-29 20:21:00,"933 Adams St, Atlanta, GA 30301",1700.0
AAA Batteries (4-pack),1,2.99,2019-12-07 06:55:00,"328 2nd St, Boston, MA 02215",2.99
Wired Headphones,1,11.99,2019-12-25 10:18:00,"378 14th St, San Francisco, CA 94016",11.99
USB-C Charging Cable,1,11.95,2019-12-29 20:56:00,"434 Adams St, Portland, OR 97035",11.95
USB-C Charging Cable,1,11.95,2019-12-30 18:40:00,"775 Lincoln St, New York City, NY 10001",11.95
USB-C Charging Cable,1,11.95,2019-12-15 22:22:00,"10 10th St, New York City, NY 10001",11.95
Wired Headphones,1,11.99,2019-12-17 12:21:00,"151 Maple St, Austin, TX 73301",11.99
Apple Airpods Headphones,1,150.0,2019-12-21 18:37:00,"416 Washington St, Atlanta, GA 30301",150.0
USB-C Charging Cable,1,11.95,2019-12-27 09:56:00,"764 Hill St, Dallas, TX 75001",11.95
AAA Batteries (4-pack),2,2.99,2019-12-08 09:58:00,"696 12th St, Los Angeles, CA 90001",5.98
iPhone,1,700.0,2019-12-08 09:58:00,"696 12th St, Los Angeles, CA 90001",700.0
Lightning Charging Cable,1,14.95,2019-12-02 08:53:00,"398 13th St, Atlanta, GA 30301",14.95
